month,ncb,programme,stock_eur_m,gross_purchases_eur_m,purchase_yield_pct,portfolio_yield_pct,yield_method
2020-03-01,AT,PEPP,309.372,309.372,-0.15394074822663562,-0.15394074822663562,single_maturity_ea_slope
2020-04-01,AT,PEPP,1793.113,1487.224918918919,-0.08313742104743416,-0.09521579752733358,single_maturity_ea_slope
2020-05-01,AT,PEPP,4368.546,2592.166044046286,-0.15553949736111172,-0.13101009758972512,single_maturity_ea_slope
2020-06-01,AT,PEPP,6947.535,2620.2172559456394,-0.194022639821423,-0.15477486458931536,single_maturity_ea_slope
2020-07-01,AT,PEPP,8939.784,2050.0872867132866,-0.24810879469007435,-0.17617836869171344,single_maturity_ea_slope
2020-08-01,AT,PEPP,10347.071,1475.5713263061414,-0.24411211546778477,-0.18586623966808088,single_maturity_ea_slope
2020-09-01,AT,PEPP,12102.846,1834.6639219274166,-0.28054253695812514,-0.2002181687019394,single_maturity_ea_slope
2020-10-01,AT,PEPP,13859.51,1849.5342117863727,-0.36588350325388497,-0.2223259996397473,single_maturity_ea_slope
2020-11-01,AT,PEPP,15617.063,1863.221725221104,-0.3779323476042934,-0.2408908942111438,single_maturity_ea_slope
2020-12-01,AT,PEPP,17023.461,1531.4145145693235,-0.4082537956474356,-0.2559467031597455,single_maturity_ea_slope
2021-01-01,AT,PEPP,18395.188000000002,1513.1648614157552,-0.39839571067083074,-0.2676643780597967,single_maturity_ea_slope
2021-02-01,AT,PEPP,19802.475,1561.816469086018,-0.20139663988523684,-0.26243785739255143,single_maturity_ea_slope
2021-03-01,AT,PEPP,21536.025,1903.3243055555583,-0.10745313624236003,-0.24874052063913893,single_maturity_ea_slope
2021-04-01,AT,PEPP,23577.169,2227.7000031185034,-0.0683603390713704,-0.23169721357199133,single_maturity_ea_slope
2021-05-01,AT,PEPP,25540.97,2171.9327884887,0.03574454489258082,-0.2089547130240372,single_maturity_ea_slope
2021-06-01,AT,PEPP,27430.095,2118.233091137424,-0.029900996418152945,-0.19512765527576012,single_maturity_ea_slope
2021-07-01,AT,PEPP,29530.802,2353.5655453539807,-0.19164404573439445,-0.1948500162400839,single_maturity_ea_slope
2021-08-01,AT,PEPP,31106.11,1853.0619691497375,-0.2918700304540769,-0.20062971992486858,single_maturity_ea_slope
2021-09-01,AT,PEPP,32823.658,2022.5098627451005,-0.1757775312653379,-0.1990983916166495,single_maturity_ea_slope
2021-10-01,AT,PEPP,34405.189,1907.9396913285555,-0.027028454254063528,-0.18955625356362218,single_maturity_ea_slope
2021-11-01,AT,PEPP,35854.259,1792.4351596806384,-0.10445834165721213,-0.18530201728679788,single_maturity_ea_slope
2021-12-01,AT,PEPP,36290.758,800.4277352821796,-0.13255034664404525,-0.18413852821707577,single_maturity_ea_slope
2022-01-01,AT,PEPP,37578.919,1656.5202976045473,0.08667262186884153,-0.17220087330648737,single_maturity_ea_slope
2022-02-01,AT,PEPP,38396.799,1206.4130748552498,0.4616662367009088,-0.1522850056000769,single_maturity_ea_slope
2022-03-01,AT,PEPP,39097.331,1106.0748707224327,0.6266185424222583,-0.13024959757736435,single_maturity_ea_slope
2022-04-01,AT,PEPP,39149.782,467.49697664543623,1.2183860948508358,-0.11414521393593544,single_maturity_ea_slope
2022-05-01,AT,PEPP,39364.031,633.0528296961951,1.4524603716442677,-0.08895104368011454,single_maturity_ea_slope
2022-06-01,AT,PEPP,39522.273,584.2596515151499,1.9793780621279435,-0.058374835611867605,single_maturity_ea_slope
2022-07-01,AT,PEPP,39491.158,399.4108496732046,1.547276633857493,-0.0421353873358817,single_maturity_ea_slope
2022-08-01,AT,PEPP,39628.064,571.6391351827343,1.5476960088403662,-0.01920189645435518,single_maturity_ea_slope
2022-09-01,AT,PEPP,39221.791,25.970280977311347,2.3910348988114576,-0.017605984457503547,single_maturity_ea_slope
2022-10-01,AT,PEPP,39079.551,287.82349780701963,2.798750570163157,0.003136669280320748,single_maturity_ea_slope
2022-11-01,AT,PEPP,38625.272,0.0,2.6464404559724315,0.003136669280320748,single_maturity_ea_slope
2022-12-01,AT,PEPP,38713.283,513.7745802469194,2.711141138617817,0.03907533817442239,single_maturity_ea_slope
2023-01-01,AT,PEPP,39148.004,867.7554854586108,2.7873873518605583,0.0999944804537566,single_maturity_ea_slope
2023-02-01,AT,PEPP,39531.163,826.4108568840576,3.036150381804388,0.16137570301936535,single_maturity_ea_slope
2023-03-01,AT,PEPP,40099.234000000004,1022.4521839080495,3.037390563570732,0.2347084673091458,single_maturity_ea_slope
2023-04-01,AT,PEPP,39357.808,0.0,2.9777142361011135,0.2347084673091458,single_maturity_ea_slope
2023-05-01,AT,PEPP,39725.854,818.570358974361,2.9543649243952865,0.290748298759061,single_maturity_ea_slope
2023-06-01,AT,PEPP,39967.662000000004,702.8787288765134,3.011977574059545,0.33860434232760295,single_maturity_ea_slope
2023-07-01,AT,PEPP,38811.962,0.0,3.114334537164587,0.33860434232760295,single_maturity_ea_slope
2023-08-01,AT,PEPP,39070.661,703.5862306281527,3.120546157632217,0.38870167637723707,single_maturity_ea_slope
2023-09-01,AT,PEPP,39229.792,612.5973532961943,3.2310031256171428,0.4330859633261535,single_maturity_ea_slope
2023-10-01,AT,PEPP,38158.547,0.0,3.395636333919621,0.4330859633261535,single_maturity_ea_slope
2023-11-01,AT,PEPP,38394.132,676.011442751615,3.122611839039121,0.4804408629644244,single_maturity_ea_slope
2023-12-01,AT,PEPP,38531.927,587.7965471167424,2.5680343793593687,0.5122866686704367,single_maturity_ea_slope
2024-01-01,AT,PEPP,38673.278,598.7575408357027,2.6159666532520305,0.5448568132098617,single_maturity_ea_slope
2024-02-01,AT,PEPP,39027.1,820.8905748792271,2.782907347864524,0.5919316558192647,single_maturity_ea_slope
2024-03-01,AT,PEPP,39448.486,903.9169099901073,2.7734750446436998,0.6419192259134764,single_maturity_ea_slope
