ncb,hy,stock_eur_m,portfolio_yield_pct,ref_pct,carry_eur_m_pa,carry_per_keypp_eur_m_pa,carry_per_keypp_demeaned,approx_share
AT,2015H1,2759.333333333333,0.2786563930838015,0.05,7.385040002364433,2.497899544178736,-3.901997149972261,1.0
AT,2015H2,8419.703703703703,0.5462146785479114,0.05000000000000001,42.20631047393241,14.275768805659533,-10.046745783091525,1.0
AT,2016H1,16066.666666666666,0.507938543903985,0.020698924731182785,77.6534481891054,26.26533001491811,-17.79375550032668,1.0
AT,2016H2,25660.148148148146,0.3827058681654047,0.0,97.74734683936491,33.06184570923893,-26.355976346141194,1.0
AT,2017H1,35178.962962962956,0.38666326157322173,0.0,136.19510371095242,46.066329684069814,-29.943749282727264,1.0
AT,2017H2,43116.88888888888,0.40705743974995284,0.0,175.5546740561185,59.37922342503585,-29.78253834961986,1.0
AT,2018H1,47979.851851851854,0.41652656861996373,0.0,199.88451320710797,67.60849423545001,-30.074976330750292,1.0
AT,2018H2,50925.48148148148,0.42212343170909944,0.0,214.97009997226542,72.71100963039588,-32.406262388049186,1.0
AT,2019H1,52035.1111111111,0.41963965921010743,0.0,218.35950377633026,73.85743405253857,-35.67261520924212,1.0
AT,2019H2,52174.81481481481,0.4111092368979377,0.0,214.47338253163863,72.54300102541471,-36.734176291965916,1.0
AT,2020H1,58045.16840740741,0.3513735474543389,0.0,202.41624740015303,68.46482239139287,-39.623698162004594,1.0
AT,2020H2,72059.99287037036,0.22931486435731738,0.0,163.9957490932571,55.469558293000865,-51.17257826545872,1.0
AT,2021H1,85198.54255555556,0.14861017777367333,0.0,126.13697429229904,42.66429030688281,-58.90413135288978,1.0
AT,2021H2,97313.4997037037,0.10756575834059086,0.0,104.4734619126893,35.33687194746806,-65.20300006768694,1.0
AT,2022H1,105825.74472222221,0.11611789768090469,0.0,123.19839096826304,41.67035040360665,-68.93847689729074,1.0
AT,2022H2,107389.1865,0.16359882023311437,1.1513440860215052,-1050.028513545357,-355.159314576478,-176.69931679037393,1.0
AT,2023H1,107516.36157407408,0.2477258647192028,3.257840501792115,-3238.3516395856473,-1095.3328731898011,-372.14716601683995,1.0
AT,2023H2,102788.39238888888,0.2929574556715995,4.347267025089606,-4164.587708106137,-1408.6209058366774,-428.28345129906,1.0
AT,2024H1,101909.39172222222,0.32716099765604123,4.473611111111111,-4225.276574685555,-1429.1481734096244,-443.0845624020285,1.0
AT,2024H2,96381.87577777776,0.3574260277128711,3.7924193548387097,-3319.7955172435245,-1122.8802696578807,-341.4321507473016,1.0
AT,2025H1,92107.2855925926,0.3642701171142253,2.5235151049667177,-1993.2192658930855,-674.1820618613514,-224.9260717428169,1.0
AT,2025H2,87809.42761111112,0.3645726531616594,2.0,-1436.0609206926458,-485.73005942589066,-179.2341120519413,1.0
AT,2026H1,82417.61518518518,0.3645089120637192,2.0194444444444444,-1363.680900198376,-466.7582489726096,-168.4475851094554,1.0
AT,2026H2,79549.60688888888,0.36481445892901426,2.25,-1499.657687048142,-513.3001393237068,-179.81214408188796,1.0
BE,2015H1,3482.4444444444443,0.491313766565092,0.05,17.0719809471314,4.652399767579071,-1.7474969265719256,1.0
BE,2015H2,10581.925925925925,0.7590460768165163,0.05000000000000001,75.32924175014226,20.528475746053214,-3.794038842697845,1.0
BE,2016H1,20232.888888888887,0.7339473799847226,0.020698924731182785,143.86511734513564,39.20564582235608,-4.853439692888707,1.0
BE,2016H2,32340.44444444444,0.5909221665846863,0.0,190.21139043132186,51.83577883398879,-7.582043221391334,1.0
BE,2017H1,44289.03703703703,0.604043877621907,0.0,268.01679796704474,73.03905108789883,-2.9710278788982527,1.0
BE,2017H2,54290.81481481481,0.6327559008011406,0.0,343.56884179618396,93.62824411941244,4.46648234475673,1.0
BE,2018H1,60499.7037037037,0.6383961134576974,0.0,386.2658513072758,105.26389189461118,7.580421328410883,1.0
BE,2018H2,64223.40740740741,0.6437136376643453,0.0,413.42092001238683,112.6641013795849,7.546829361139845,1.0
BE,2019H1,65389.62962962963,0.6440121311620669,0.0,421.1167281753021,114.76133755969535,5.231288297914671,1.0
BE,2019H2,65559.11111111111,0.633601912576132,0.0,415.3563179872804,113.19152963272393,3.914352315343303,1.0
BE,2020H1,73625.25605555555,0.5520358797015118,0.0,403.28914725686263,109.90302418772659,1.8145036343291114,1.0
BE,2020H2,92297.01957407407,0.3746609401040864,0.0,344.1890414801475,93.79725888544694,-12.844877673012647,1.0
BE,2021H1,107394.53201851853,0.264515553744941,0.0,283.064136620332,77.13970203579018,-24.428719623982403,1.0
BE,2021H2,122476.059,0.20226953710697518,0.0,247.3244175750758,67.40003204117069,-33.1398399739843,1.0
BE,2022H1,132740.63724074073,0.20131685022295875,0.0,267.52747841572,72.90570334261345,-37.70312395828393,1.0
BE,2022H2,134400.3864259259,0.24680719254821837,1.1513440860215052,-1210.3432476569312,-329.8387376091923,-151.37873982308827,1.0
BE,2023H1,134585.6739074074,0.29962988228391363,3.257840501792115,-3981.9471038195097,-1085.1470510476931,-361.9613438747319,1.0
BE,2023H2,131802.99855555556,0.32997104708253827,4.347267025089606,-5292.960819013068,-1442.4201714165604,-462.0827168789429,1.0
BE,2024H1,131079.55942592592,0.36419907499179666,4.473611111111111,-5387.75218575505,-1468.252401077817,-482.1887900702211,1.0
BE,2024H2,125191.37087037036,0.38688100363049666,3.7924193548387097,-4270.992792482621,-1163.9168258570978,-382.4687069465189,1.0
BE,2025H1,121727.94681481482,0.3903633512790478,2.5235151049667177,-2603.144681877657,-709.4003765847275,-260.144386466193,1.0
BE,2025H2,114350.5281111111,0.39090820304961155,2.0,-1840.0049676053375,-501.4320663865206,-194.93611901257123,1.0
BE,2026H1,110208.69268518519,0.39095436185453797,2.0194444444444444,-1793.2996041110528,-494.5532677287038,-196.24260386554963,1.0
BE,2026H2,102849.53333333333,0.39029234192517687,2.25,-1912.7006476942177,-527.4814946345158,-193.99349939269692,1.0
CY,2015H2,155.85185185185185,3.0668619937630766,0.05000000000000001,4.750275555059268,21.55297438774623,-2.769540201004831,1.0
CY,2016H1,243.85185185185182,3.1629764430888336,0.020698924731182785,7.661112830826801,34.760040067272236,-9.299045447972551,1.0
CY,2016H2,226.66666666666666,3.1629764430888336,0.0,7.169413271001356,32.529098325777476,-26.888723729602646,1.0
CY,2017H1,215.4074074074074,3.1629764430888336,0.0,6.813285552964687,30.913273833778078,-45.096805133019,1.0
CY,2017H2,189.6296296296296,3.1629764430888336,0.0,5.997940514301788,27.213886181042596,-61.94787559361311,1.0
CY,2018H1,189.33333333333334,3.1629764430888336,0.0,5.988568732248191,27.171364483884716,-70.51210608231558,1.0
CY,2018H2,323.99999999999994,2.7762527324167667,0.0,8.40333583540364,38.127658055370425,-66.98961396307465,1.0
CY,2019H1,829.1851851851852,2.0192529755184077,0.0,16.528503054894106,74.99320805305855,-34.53684120872213,1.0
CY,2019H2,1441.1851851851852,1.4196932678869014,0.0,20.196318558018103,91.63483919245965,-17.64233812492098,1.0
CY,2020H1,2229.5091296296296,1.2575839723555373,0.0,28.25388153941447,128.19365489752485,20.105134344127368,1.0
CY,2020H2,3753.6225,1.1964482535389647,0.0,44.6274331389755,202.48381642003403,95.84167986157445,1.0
CY,2021H1,4880.066592592592,1.0003582889140707,0.0,48.74047473875393,221.1455296676676,119.577108007895,1.0
CY,2021H2,5628.407481481481,0.9069706089452861,0.0,51.015365550454014,231.46717581875689,130.92730380360186,1.0
CY,2022H1,6076.875907407408,0.91537292566117,0.0,55.624270191070366,252.3787213750924,141.76989407419504,1.0
CY,2022H2,6124.868333333333,1.0151352872988932,1.1513440860215052,-8.880351133628535,-40.29197429051059,138.1680234955935,1.0
CY,2023H1,6280.427703703704,1.0889380406082079,3.257840501792115,-136.3854581231345,-618.8087936621347,104.37691351082658,1.0
CY,2023H2,5978.788833333333,1.1379746522682805,4.347267025089606,-191.9189329022299,-870.775557632622,109.56189690499542,1.0
CY,2024H1,5950.050129629629,1.1522111243213473,4.473611111111111,-197.7060753430701,-897.0330097235486,89.0306012840475,1.0
CY,2024H2,5641.156796296295,1.1745171878174372,3.7924193548387097,-147.93947842901383,-671.2317533076854,110.21636560289369,1.0
CY,2025H1,5314.034888888889,1.1837363249141193,2.5235151049667177,-71.19631180592502,-323.03226772198286,126.22372239655165,1.0
CY,2025H2,5174.176777777778,1.1837044177368685,2.0,-42.23648720593402,-191.63560438264076,114.86034299130858,1.0
CY,2026H1,4528.518981481481,1.1834906586667289,2.0194444444444444,-37.84198506213237,-173.74648788857837,124.5641759745758,1.0
CY,2026H2,4455.330666666667,1.1834606697236012,2.25,-47.51785385386568,-218.17196443464502,115.31603080717386,1.0
DE,2015H1,25329.333333333332,0.10818263215827623,0.05,19.651058673681217,0.7379265820887347,-5.661970112062262,1.0
DE,2015H2,76994.07407407407,0.2034218090020401,0.05000000000000001,116.91326344961409,4.390267533716137,-19.93224705503492,1.0
DE,2016H1,147061.4814814815,0.09916681507816379,0.020698924731182785,108.36546780166992,4.069285049687005,-39.989800465557785,1.0
DE,2016H2,234945.77777777775,-0.030518094842731974,0.0,-75.41238342952282,-2.831847549559438,-62.24966960493956,1.0
DE,2017H1,319386.962962963,-0.04100535224526971,0.0,-131.11712032322131,-4.923643558350187,-80.93372252514727,1.0
DE,2017H2,383489.18518518517,-0.04476543336811958,0.0,-172.20806532612946,-6.466669870790175,-95.6284316454459,1.0
DE,2018H1,424181.4814814814,-0.04559595648484669,0.0,-193.28122028563567,-7.25799829086769,-104.941468857068,1.0
DE,2018H2,452904.14814814815,-0.04672530619561304,0.0,-211.6538682488916,-7.947918642772336,-113.0651906612174,1.0
DE,2019H1,458284.5925925926,-0.049852675834485154,0.0,-228.49984309462937,-8.58051014057887,-118.11055940235956,1.0
DE,2019H2,463711.85185185185,-0.05885220180222133,0.0,-273.0608841481548,-10.25384373878261,-119.53102105616324,1.0
DE,2020H1,496556.8767037037,-0.09991602432157981,0.0,-506.0632579895489,-19.003430628857902,-127.09195118225539,1.0
DE,2020H2,618376.5120185185,-0.22839440268405553,0.0,-1424.1351943795735,-53.478402048042376,-160.12053860650195,1.0
DE,2021H1,736352.1964259259,-0.3072435446104091,0.0,-2267.851376334451,-85.16120391340816,-186.72962557318075,1.0
DE,2021H2,858094.6883148147,-0.35087917540817076,0.0,-3013.2644568741075,-113.15257760481963,-213.6924496199746,1.0
DE,2022H1,940484.3705925926,-0.3432142535507783,0.0,-3225.7930876037826,-121.13334488431444,-231.74217218521184,1.0
DE,2022H2,943254.2479444444,-0.31352260171016305,1.1513440860215052,-13822.276339601223,-519.047106079257,-340.5871082931529,1.0
DE,2023H1,936149.1158703704,-0.28241726649823523,3.257840501792115,-33100.4241906061,-1242.970330213033,-519.7846230400718,1.0
DE,2023H2,906484.0061851852,-0.2721702851962136,4.347267025089606,-41857.18026252103,-1571.7995900323704,-591.4621354947529,1.0
DE,2024H1,871863.2527222222,-0.2716540510837739,4.473611111111111,-41377.27158588121,-1553.7783029684906,-567.7146919608946,1.0
DE,2024H2,831022.538574074,-0.2724399401748208,3.7924193548387097,-33822.01685993844,-1270.0672119120256,-488.61909300144674,1.0
DE,2025H1,778553.2537222222,-0.2709849035037333,2.5235151049667177,-21812.415678215635,-819.0887633998983,-369.8327732813638,1.0
DE,2025H2,733729.8837222223,-0.27013634486751276,2.0,-16656.669843532032,-625.4828124390082,-318.98686506505885,1.0
DE,2026H1,690076.8719444444,-0.270244483669609,2.0194444444444444,-15796.411179410157,-600.277071023977,-301.9664071608227,1.0
DE,2026H2,660302.9745555555,-0.27054719919897274,2.25,-16643.239490182874,-632.4572676697451,-298.96927242792617,1.0
EE,2020H1,160.897,0.10977948068380129,0.0,0.17663189103581575,0.5927244665631402,-106.93886851017339,1.0
EE,2020H2,366.0952592592592,0.04665896814695717,0.0,0.16112965064066964,0.540703525639831,-106.10143303281977,1.0
EE,2021H1,535.7311111111111,-0.007021819202816322,0.0,-0.03928928197465375,-0.13184322810286495,-101.70026488787545,1.0
