ncb,month,stock_eur_m,approx_share,portfolio_yield_pct,ref_pct,carry_eur_m_pa,key_share,carry_per_keypp_eur_m_pa,carry_per_keypp_demeaned
AT,2015-03-01,1080.888888888889,1.0,0.20885779734735382,0.05,1.7170762806611757,0.029565,0.5807800712535686,-1.176114840690286
AT,2015-04-01,2152.0,1.0,0.1858999945698839,0.05,2.9245678831439013,0.029565,0.9891993516468464,-2.818736022488585
AT,2015-05-01,3320.0,1.0,0.3005394092409712,0.05,8.317908386800246,0.029565,2.813430876644764,-4.841053715436702
AT,2015-06-01,4484.444444444444,1.0,0.4264093448817922,0.05,16.87986795492126,0.029565,5.70940908334898,-6.779091854635601
AT,2015-07-01,5696.0,1.0,0.5080549893102352,0.05,26.090812191110995,0.029565,8.82489842418772,-7.538537451379787
AT,2015-08-01,6641.777777777777,1.0,0.5361042189072804,0.05,32.285961988223995,0.029565,10.920332145518008,-8.272490860804032
AT,2015-09-01,7778.666666666666,1.0,0.5631260209467233,0.05,39.914362749375776,0.029565,13.50054549277043,-9.108652837216765
AT,2015-10-01,8955.555555555555,1.0,0.5675088534229071,0.05,46.34579287320701,0.029565,15.675898147541691,-10.554701444275395
AT,2015-11-01,10209.777777777777,1.0,0.568886087406898,0.05,52.97711644405003,0.029565,17.918862318298675,-12.05800974742952
AT,2015-12-01,11236.444444444443,1.0,0.5778042686011748,0.05,59.30643341677734,0.029565,20.05967644741327,-12.315816280864329
AT,2016-01-01,12434.666666666666,1.0,0.5743002306251457,0.05,65.19498601080144,0.029565,22.05140741106086,-13.434385171827078
AT,2016-02-01,13642.666666666666,1.0,0.5513801022431377,0.05,68.40161608202379,0.029565,23.13601085135254,-15.072052904923485
AT,2016-03-01,14845.333333333332,1.0,0.526071112741435,0.0241935483870967,74.50539735361603,0.029565,25.200540285342814,-16.432378058466607
AT,2016-04-01,16676.444444444445,1.0,0.49122034787982144,0.0,81.91808841398516,0.029565,27.70779246202779,-18.34084354026372
AT,2016-05-01,18578.666666666664,1.0,0.46146341023235504,0.0,85.73374877570178,0.029565,28.998392956435577,-20.60138417347849
AT,2016-06-01,20222.222222222223,1.0,0.4403376174384802,0.0,89.04605152644822,0.029565,30.118738889378733,-22.60016400990458
AT,2016-07-01,21891.555555555555,1.0,0.4098058166684366,0.0,89.71286802586894,0.029565,30.344281422583776,-23.964312197567544
AT,2016-08-01,23095.11111111111,1.0,0.3874591780223011,0.0,89.48412767444825,0.029565,30.266912793657447,-24.9182374353897
AT,2016-09-01,24769.777777777777,1.0,0.3643787483228875,0.0,90.2558062290274,0.029565,30.527923635727177,-25.996119548399626
AT,2016-10-01,26511.11111111111,1.0,0.3506962686399688,0.0,92.97347744166284,0.029565,31.447142716611815,-27.013956278825333
AT,2016-11-01,28182.22222222222,1.0,0.3549500615932344,0.0,100.03281513611995,0.029565,33.83487743484524,-27.932161285646337
AT,2016-12-01,29511.11111111111,1.0,0.3589963483465745,0.0,105.9438112453891,0.029565,35.834199643290745,-28.46155438982268
AT,2017-01-01,31262.22222222222,1.0,0.3659144345440677,0.0,114.3929836703543,0.029565,38.692028976950546,-28.757715652128688
AT,2017-02-01,32940.444444444445,1.0,0.37312163228200906,0.0,122.90792399205948,0.029565,41.57210349807525,-29.43707833107358
AT,2017-03-01,34680.88888888889,1.0,0.3802484717786083,0.0,131.87354999923718,0.029565,44.60461694545482,-29.98113992173026
AT,2017-04-01,36069.33333333333,1.0,0.38126250649798393,0.0,137.51884434377948,0.029565,46.51406877854878,-30.558091789117988
AT,2017-05-01,37397.33333333333,1.0,0.38894715457005047,0.0,145.455863885077,0.029565,49.19866865722205,-30.175296278184668
AT,2017-06-01,38723.555555555555,1.0,0.39166631700841836,0.0,151.6671238591532,0.029565,51.29955144906247,-29.82104566116235
AT,2017-07-01,40078.22222222222,1.0,0.4011588791690268,0.0,160.7773470575385,0.029565,54.380973129558086,-29.344466163972996
AT,2017-08-01,41165.33333333333,1.0,0.4043168518563537,0.0,166.43837978950748,0.029565,56.29574827989429,-29.234764536558664
AT,2017-09-01,42468.444444444445,1.0,0.40691464693752327,0.0,172.81032077096933,0.029565,58.45097945914741,-29.04479337469852
AT,2017-10-01,43758.22222222222,1.0,0.40994995295259423,0.0,179.38681141289163,0.029565,60.67539706169174,-28.758211778783064
AT,2017-11-01,45043.555555555555,1.0,0.40944419870104143,0.0,184.42822511090287,0.029565,62.38059364481747,-28.48447347442147
AT,2017-12-01,46187.555555555555,1.0,0.4086633545848128,0.0,188.7516139340574,0.029565,63.84292708745387,-28.40926762167109
AT,2018-01-01,46675.555555555555,1.0,0.41132506777421385,0.0,191.98826052287973,0.029565,64.93768324805673,-28.288100506512052
AT,2018-02-01,47194.666666666664,1.0,0.41726370816525477,0.0,196.92621618956477,0.029565,66.6078864162235,-27.96466630575702
AT,2018-03-01,47685.33333333333,1.0,0.42235891649386814,0.0,201.40325719315598,0.029565,68.12219083144122,-27.60950076181429
AT,2018-04-01,48246.22222222222,1.0,0.4265072710882284,0.0,205.7736458031624,0.029565,69.6004213776974,-27.253038637074525
AT,2018-05-01,48758.22222222222,1.0,0.430034620036649,0.0,209.6772356699583,0.029565,70.92076295280172,-27.196465471123574
AT,2018-06-01,49319.11111111111,1.0,0.43227362405519415,0.0,213.19350895180793,0.029565,72.11009942560727,-27.486438417405026
AT,2018-07-01,49896.0,1.0,0.4321778630472625,0.0,215.6394665460621,0.029565,72.93741469509963,-27.745785684924925
AT,2018-08-01,50403.555555555555,1.0,0.431982934189684,0.0,217.73475822481635,0.029565,73.64612150340481,-28.199071405911937
AT,2018-09-01,50941.33333333333,1.0,0.43302767751773075,0.0,220.59007262989894,0.029565,74.61189671229458,-28.458136795873074
AT,2018-10-01,51193.777777777774,1.0,0.433948450392261,0.0,222.1546053639243,0.029565,75.14108079280375,-29.56858963323593
AT,2018-11-01,51394.666666666664,1.0,0.4336751709739191,0.0,222.88590853814247,0.029565,75.38843515580669,-30.538689169121596
AT,2018-12-01,51723.555555555555,1.0,0.43187578928136783,0.0,223.38151379994233,0.029565,75.55606757988916,-31.751355300748386
AT,2019-01-01,51978.666666666664,1.0,0.4290583109043283,0.0,223.0187892305911,0.029565,75.43338042637953,-32.47506754386674
