month,ncb,programme,holdings_eur_m
2021-03-01,GR,PEPP,21936
2021-04-01,GR,PEPP,23860
2021-05-01,GR,PEPP,25680
2021-06-01,GR,PEPP,27449
2021-07-01,GR,PEPP,29396
2021-08-01,GR,PEPP,30553
2021-09-01,GR,PEPP,32184
2021-10-01,GR,PEPP,33685
2021-11-01,GR,PEPP,34934
2021-12-01,GR,PEPP,35731
2022-01-01,GR,PEPP,36875
2022-02-01,GR,PEPP,37618
2022-03-01,GR,PEPP,38503
2022-04-01,GR,PEPP,38275
2022-05-01,GR,PEPP,38676
2022-06-01,GR,PEPP,38358
2022-07-01,GR,PEPP,39764
2022-08-01,GR,PEPP,38604
2022-09-01,GR,PEPP,38876
2022-10-01,GR,PEPP,39007
2022-11-01,GR,PEPP,39605
2022-12-01,GR,PEPP,39438
2023-01-01,GR,PEPP,37758
2023-02-01,GR,PEPP,37686
2023-03-01,GR,PEPP,37723
2023-04-01,GR,PEPP,37536
2023-05-01,GR,PEPP,38147
2023-06-01,GR,PEPP,37675
2023-07-01,GR,PEPP,37976
2023-08-01,GR,PEPP,38164
2023-09-01,GR,PEPP,38257
2023-10-01,GR,PEPP,38857
2023-11-01,GR,PEPP,39229
2023-12-01,GR,PEPP,39264
2024-01-01,GR,PEPP,39359
2024-02-01,GR,PEPP,39314
2024-03-01,GR,PEPP,39344
2024-04-01,GR,PEPP,38281
2024-05-01,GR,PEPP,38486
2024-06-01,GR,PEPP,38335
2024-07-01,GR,PEPP,38407
2024-08-01,GR,PEPP,38354
2024-09-01,GR,PEPP,38263
2024-10-01,GR,PEPP,38278
2024-11-01,GR,PEPP,38381
2024-12-01,GR,PEPP,38309
2025-01-01,GR,PEPP,38309
2025-02-01,GR,PEPP,36887
2025-03-01,GR,PEPP,36822
2025-04-01,GR,PEPP,36822
2025-05-01,GR,PEPP,36822
2025-06-01,GR,PEPP,36822
2025-07-01,GR,PEPP,36822
2025-08-01,GR,PEPP,36822
2025-09-01,GR,PEPP,36787
2025-10-01,GR,PEPP,36787
2025-11-01,GR,PEPP,36787
2025-12-01,GR,PEPP,36787
2026-01-01,GR,PEPP,36787
2026-02-01,GR,PEPP,34591
2026-03-01,GR,PEPP,34591
2026-04-01,GR,PEPP,34591
2026-05-01,GR,PEPP,34591
2026-06-01,GR,PEPP,34591
2026-07-01,GR,PEPP,33645
2026-08-01,GR,PEPP,33645
2020-03-01,IE,PEPP,205
2020-04-01,IE,PEPP,1324
2020-05-01,IE,PEPP,3000
2020-06-01,IE,PEPP,4676
2020-07-01,IE,PEPP,5971
2020-08-01,IE,PEPP,6885
2020-09-01,IE,PEPP,8028
2020-10-01,IE,PEPP,9172
2020-11-01,IE,PEPP,10316
2020-12-01,IE,PEPP,11230
2021-01-01,IE,PEPP,12122
2021-02-01,IE,PEPP,13034
2021-03-01,IE,PEPP,14162
2021-04-01,IE,PEPP,15490
2021-05-01,IE,PEPP,16769
2021-06-01,IE,PEPP,17982
2021-07-01,IE,PEPP,19345
2021-08-01,IE,PEPP,20369
2021-09-01,IE,PEPP,21485
2021-10-01,IE,PEPP,22513
2021-11-01,IE,PEPP,23548
2021-12-01,IE,PEPP,24356
2022-01-01,IE,PEPP,25331
2022-02-01,IE,PEPP,25957
2022-03-01,IE,PEPP,25531
2022-04-01,IE,PEPP,25630
2022-05-01,IE,PEPP,25831
2022-06-01,IE,PEPP,26003
2022-07-01,IE,PEPP,26003
2022-08-01,IE,PEPP,26085
2022-09-01,IE,PEPP,26327
2022-10-01,IE,PEPP,25607
2022-11-01,IE,PEPP,25824
2022-12-01,IE,PEPP,25864
2023-01-01,IE,PEPP,25997
2023-02-01,IE,PEPP,26114
2023-03-01,IE,PEPP,25104
2023-04-01,IE,PEPP,25178
2023-05-01,IE,PEPP,25279
2023-06-01,IE,PEPP,25341
2023-07-01,IE,PEPP,25412
2023-08-01,IE,PEPP,25494
2023-09-01,IE,PEPP,25540
2023-10-01,IE,PEPP,25648
2023-11-01,IE,PEPP,25707
2023-12-01,IE,PEPP,25746
2024-01-01,IE,PEPP,25885
2024-02-01,IE,PEPP,26006
2024-03-01,IE,PEPP,24774
2024-04-01,IE,PEPP,24896
2024-05-01,IE,PEPP,25046
2024-06-01,IE,PEPP,25103
2024-07-01,IE,PEPP,25174
2024-08-01,IE,PEPP,25196
2024-09-01,IE,PEPP,25234
2024-10-01,IE,PEPP,25283
2024-11-01,IE,PEPP,25326
2024-12-01,IE,PEPP,25341
2025-01-01,IE,PEPP,25341
2025-02-01,IE,PEPP,25341
2025-03-01,IE,PEPP,23411
2025-04-01,IE,PEPP,23411
2025-05-01,IE,PEPP,23411
2025-06-01,IE,PEPP,23411
2025-07-01,IE,PEPP,23411
2025-08-01,IE,PEPP,23411
2025-09-01,IE,PEPP,23411
2025-10-01,IE,PEPP,23411
2025-11-01,IE,PEPP,23411
2025-12-01,IE,PEPP,23411
2026-01-01,IE,PEPP,23411
2026-02-01,IE,PEPP,23411
2026-03-01,IE,PEPP,23411
2026-04-01,IE,PEPP,23411
2026-05-01,IE,PEPP,21446
2026-06-01,IE,PEPP,21446
2026-07-01,IE,PEPP,21446
2026-08-01,IE,PEPP,21446
2020-03-01,IT,PEPP,2118
2020-04-01,IT,PEPP,17053
2020-05-01,IT,PEPP,37365
2020-06-01,IT,PEPP,58806
2020-07-01,IT,PEPP,73432
2020-08-01,IT,PEPP,83780
2020-09-01,IT,PEPP,95243
2020-10-01,IT,PEPP,106680
2020-11-01,IT,PEPP,118169
2020-12-01,IT,PEPP,127387
2021-01-01,IT,PEPP,136310
2021-02-01,IT,PEPP,145506
2021-03-01,IT,PEPP,156819
2021-04-01,IT,PEPP,170095
2021-05-01,IT,PEPP,182947
2021-06-01,IT,PEPP,195104
2021-07-01,IT,PEPP,208774
2021-08-01,IT,PEPP,219028
2021-09-01,IT,PEPP,230234
2021-10-01,IT,PEPP,240541
2021-11-01,IT,PEPP,250888
2021-12-01,IT,PEPP,259042
2022-01-01,IT,PEPP,268405
2022-02-01,IT,PEPP,275653
2022-03-01,IT,PEPP,281026
2022-04-01,IT,PEPP,279555
2022-05-01,IT,PEPP,279302
2022-06-01,IT,PEPP,280661
2022-07-01,IT,PEPP,289064
2022-08-01,IT,PEPP,290400
2022-09-01,IT,PEPP,287821
2022-10-01,IT,PEPP,289771
2022-11-01,IT,PEPP,287027
2022-12-01,IT,PEPP,287680
2023-01-01,IT,PEPP,287658
2023-02-01,IT,PEPP,290107
2023-03-01,IT,PEPP,289727
2023-04-01,IT,PEPP,291689
2023-05-01,IT,PEPP,292896
2023-06-01,IT,PEPP,292132
2023-07-01,IT,PEPP,293834
2023-08-01,IT,PEPP,291071
2023-09-01,IT,PEPP,292199
2023-10-01,IT,PEPP,289371
2023-11-01,IT,PEPP,287549
2023-12-01,IT,PEPP,286467
2024-01-01,IT,PEPP,285377
2024-02-01,IT,PEPP,287777
2024-03-01,IT,PEPP,289212
2024-04-01,IT,PEPP,289350
2024-05-01,IT,PEPP,288800
2024-06-01,IT,PEPP,290570
2024-07-01,IT,PEPP,289135
2024-08-01,IT,PEPP,287127
2024-09-01,IT,PEPP,285150
2024-10-01,IT,PEPP,285862
2024-11-01,IT,PEPP,283935
2024-12-01,IT,PEPP,278224
2025-01-01,IT,PEPP,276664
2025-02-01,IT,PEPP,273022
2025-03-01,IT,PEPP,268791
2025-04-01,IT,PEPP,267365
2025-05-01,IT,PEPP,264650
2025-06-01,IT,PEPP,261060
2025-07-01,IT,PEPP,257886
2025-08-01,IT,PEPP,255316
2025-09-01,IT,PEPP,253347
2025-10-01,IT,PEPP,253347
2025-11-01,IT,PEPP,250277
2025-12-01,IT,PEPP,246833
2026-01-01,IT,PEPP,244059
2026-02-01,IT,PEPP,240642
2026-03-01,IT,PEPP,237672
2026-04-01,IT,PEPP,231059
2026-05-01,IT,PEPP,231010
2026-06-01,IT,PEPP,227195
2026-07-01,IT,PEPP,224260
2026-08-01,IT,PEPP,221010
2020-03-01,LT,PEPP,0
2020-04-01,LT,PEPP,563
2020-05-01,LT,PEPP,1050
2020-06-01,LT,PEPP,1425
2020-07-01,LT,PEPP,1593
2020-08-01,LT,PEPP,1896
2020-09-01,LT,PEPP,1988
2020-10-01,LT,PEPP,2032
2020-11-01,LT,PEPP,2080
2020-12-01,LT,PEPP,2126
2021-01-01,LT,PEPP,2184
2021-02-01,LT,PEPP,2280
2021-03-01,LT,PEPP,2365
2021-04-01,LT,PEPP,2400
2021-05-01,LT,PEPP,2505
2021-06-01,LT,PEPP,2527
2021-07-01,LT,PEPP,2597
2021-08-01,LT,PEPP,2663
2021-09-01,LT,PEPP,2766
2021-10-01,LT,PEPP,2826
2021-11-01,LT,PEPP,2938
2021-12-01,LT,PEPP,2983
2022-01-01,LT,PEPP,3129
2022-02-01,LT,PEPP,3183
2022-03-01,LT,PEPP,3215
2022-04-01,LT,PEPP,3216
2022-05-01,LT,PEPP,3216
2022-06-01,LT,PEPP,3224
2022-07-01,LT,PEPP,3235
2022-08-01,LT,PEPP,3242
2022-09-01,LT,PEPP,3208
2022-10-01,LT,PEPP,3215
2022-11-01,LT,PEPP,3222
2022-12-01,LT,PEPP,3227
2023-01-01,LT,PEPP,3256
2023-02-01,LT,PEPP,3267
2023-03-01,LT,PEPP,3304
2023-04-01,LT,PEPP,3215
2023-05-01,LT,PEPP,3237
2023-06-01,LT,PEPP,3221
2023-07-01,LT,PEPP,3235
2023-08-01,LT,PEPP,3136
2023-09-01,LT,PEPP,3146
2023-10-01,LT,PEPP,3169
2023-11-01,LT,PEPP,3182
2023-12-01,LT,PEPP,3191
2024-01-01,LT,PEPP,3134
2024-02-01,LT,PEPP,3175
2024-03-01,LT,PEPP,3216
2024-04-01,LT,PEPP,3186
2024-05-01,LT,PEPP,3236
2024-06-01,LT,PEPP,3092
2024-07-01,LT,PEPP,3116
2024-08-01,LT,PEPP,3067
2024-09-01,LT,PEPP,3079
2024-10-01,LT,PEPP,3095
2024-11-01,LT,PEPP,3064
2024-12-01,LT,PEPP,3069
2025-01-01,LT,PEPP,3069
2025-02-01,LT,PEPP,3069
2025-03-01,LT,PEPP,3068
2025-04-01,LT,PEPP,3068
2025-05-01,LT,PEPP,2927
2025-06-01,LT,PEPP,2927
2025-07-01,LT,PEPP,2927
2025-08-01,LT,PEPP,2876
2025-09-01,LT,PEPP,2873
2025-10-01,LT,PEPP,2746
2025-11-01,LT,PEPP,2690
2025-12-01,LT,PEPP,2690
2026-01-01,LT,PEPP,2629
2026-02-01,LT,PEPP,2629
2026-03-01,LT,PEPP,2629
2026-04-01,LT,PEPP,2629
2026-05-01,LT,PEPP,2629
2026-06-01,LT,PEPP,2559
2026-07-01,LT,PEPP,2559
2026-08-01,LT,PEPP,2511
2020-03-01,LU,PEPP,35
2020-04-01,LU,PEPP,136
2020-05-01,LU,PEPP,458
2020-06-01,LU,PEPP,705
2020-07-01,LU,PEPP,807
2020-08-01,LU,PEPP,918
2020-09-01,LU,PEPP,994
2020-10-01,LU,PEPP,1180
2020-11-01,LU,PEPP,1245
2020-12-01,LU,PEPP,1268
2021-01-01,LU,PEPP,1302
2021-02-01,LU,PEPP,1327
2021-03-01,LU,PEPP,1372
2021-04-01,LU,PEPP,1527
2021-05-01,LU,PEPP,1727
2021-06-01,LU,PEPP,1830
2021-07-01,LU,PEPP,1848
2021-08-01,LU,PEPP,1851
2021-09-01,LU,PEPP,1856
2021-10-01,LU,PEPP,1884
2021-11-01,LU,PEPP,1905
2021-12-01,LU,PEPP,1909
2022-01-01,LU,PEPP,1915
2022-02-01,LU,PEPP,1918
2022-03-01,LU,PEPP,1834
2022-04-01,LU,PEPP,1838
2022-05-01,LU,PEPP,1854
2022-06-01,LU,PEPP,1866
2022-07-01,LU,PEPP,1866
2022-08-01,LU,PEPP,1867
2022-09-01,LU,PEPP,1880
2022-10-01,LU,PEPP,1888
2022-11-01,LU,PEPP,1899
2022-12-01,LU,PEPP,1910
2023-01-01,LU,PEPP,1922
2023-02-01,LU,PEPP,1930
2023-03-01,LU,PEPP,1942
2023-04-01,LU,PEPP,1948
2023-05-01,LU,PEPP,1957
2023-06-01,LU,PEPP,1964
2023-07-01,LU,PEPP,1847
2023-08-01,LU,PEPP,1857
2023-09-01,LU,PEPP,1861
2023-10-01,LU,PEPP,1875
2023-11-01,LU,PEPP,1884
2023-12-01,LU,PEPP,1889
2024-01-01,LU,PEPP,1889
2024-02-01,LU,PEPP,1889
2024-03-01,LU,PEPP,1889
2024-04-01,LU,PEPP,1889
2024-05-01,LU,PEPP,1889
2024-06-01,LU,PEPP,1889
2024-07-01,LU,PEPP,1889
2024-08-01,LU,PEPP,1889
2024-09-01,LU,PEPP,1889
2024-10-01,LU,PEPP,1889
2024-11-01,LU,PEPP,1889
2024-12-01,LU,PEPP,1889
2025-01-01,LU,PEPP,1889
2025-02-01,LU,PEPP,1889
2025-03-01,LU,PEPP,1889
2025-04-01,LU,PEPP,1635
2025-05-01,LU,PEPP,1635
2025-06-01,LU,PEPP,1635
2025-07-01,LU,PEPP,1635
2025-08-01,LU,PEPP,1635
2025-09-01,LU,PEPP,1635
2025-10-01,LU,PEPP,1635
2025-11-01,LU,PEPP,1635
2025-12-01,LU,PEPP,1635
2026-01-01,LU,PEPP,1635
2026-02-01,LU,PEPP,1635
2026-03-01,LU,PEPP,1635
2026-04-01,LU,PEPP,1635
2026-05-01,LU,PEPP,1635
2026-06-01,LU,PEPP,1635
2026-07-01,LU,PEPP,1635
2026-08-01,LU,PEPP,1635
2020-03-01,LV,PEPP,28
2020-04-01,LV,PEPP,209
2020-05-01,LV,PEPP,396
2020-06-01,LV,PEPP,616
2020-07-01,LV,PEPP,787
2020-08-01,LV,PEPP,820
2020-09-01,LV,PEPP,837
2020-10-01,LV,PEPP,876
2020-11-01,LV,PEPP,908
2020-12-01,LV,PEPP,905
2021-01-01,LV,PEPP,888
2021-02-01,LV,PEPP,970
2021-03-01,LV,PEPP,1105
2021-04-01,LV,PEPP,1289
2021-05-01,LV,PEPP,1343
2021-06-01,LV,PEPP,1361
2021-07-01,LV,PEPP,1402
2021-08-01,LV,PEPP,1425
2021-09-01,LV,PEPP,1532
2021-10-01,LV,PEPP,1592
2021-11-01,LV,PEPP,1625
2021-12-01,LV,PEPP,1626
2022-01-01,LV,PEPP,1709
2022-02-01,LV,PEPP,1787
2022-03-01,LV,PEPP,1886
2022-04-01,LV,PEPP,1890
2022-05-01,LV,PEPP,1890
2022-06-01,LV,PEPP,1890
2022-07-01,LV,PEPP,1890
2022-08-01,LV,PEPP,1890
2022-09-01,LV,PEPP,1890
2022-10-01,LV,PEPP,1890
2022-11-01,LV,PEPP,1890
2022-12-01,LV,PEPP,1890
2023-01-01,LV,PEPP,1910
2023-02-01,LV,PEPP,1929
2023-03-01,LV,PEPP,1954
2023-04-01,LV,PEPP,1796
2023-05-01,LV,PEPP,1800
2023-06-01,LV,PEPP,1810
2023-07-01,LV,PEPP,1823
2023-08-01,LV,PEPP,1836
2023-09-01,LV,PEPP,1842
2023-10-01,LV,PEPP,1859
2023-11-01,LV,PEPP,1856
2023-12-01,LV,PEPP,1862
2024-01-01,LV,PEPP,1880
2024-02-01,LV,PEPP,1896
2024-03-01,LV,PEPP,1912
2024-04-01,LV,PEPP,1747
2024-05-01,LV,PEPP,1766
2024-06-01,LV,PEPP,1773
2024-07-01,LV,PEPP,1782
2024-08-01,LV,PEPP,1785
2024-09-01,LV,PEPP,1790
2024-10-01,LV,PEPP,1797
2024-11-01,LV,PEPP,1803
2024-12-01,LV,PEPP,1805
2025-01-01,LV,PEPP,1759
2025-02-01,LV,PEPP,1759
2025-03-01,LV,PEPP,1759
2025-04-01,LV,PEPP,1759
2025-05-01,LV,PEPP,1759
2025-06-01,LV,PEPP,1759
2025-07-01,LV,PEPP,1759
2025-08-01,LV,PEPP,1759
2025-09-01,LV,PEPP,1633
2025-10-01,LV,PEPP,1633
2025-11-01,LV,PEPP,1633
2025-12-01,LV,PEPP,1633
2026-01-01,LV,PEPP,1633
2026-02-01,LV,PEPP,1633
2026-03-01,LV,PEPP,1633
2026-04-01,LV,PEPP,1633
2026-05-01,LV,PEPP,1633
2026-06-01,LV,PEPP,1633
2026-07-01,LV,PEPP,1633
2026-08-01,LV,PEPP,1633
2020-03-01,MT,PEPP,14
2020-04-01,MT,PEPP,76
2020-05-01,MT,PEPP,123
2020-06-01,MT,PEPP,123
2020-07-01,MT,PEPP,123
2020-08-01,MT,PEPP,124
2020-09-01,MT,PEPP,237
2020-10-01,MT,PEPP,238
2020-11-01,MT,PEPP,260
2020-12-01,MT,PEPP,261
2021-01-01,MT,PEPP,265
2021-02-01,MT,PEPP,274
2021-03-01,MT,PEPP,289
2021-04-01,MT,PEPP,289
2021-05-01,MT,PEPP,304
2021-06-01,MT,PEPP,306
2021-07-01,MT,PEPP,321
2021-08-01,MT,PEPP,362
2021-09-01,MT,PEPP,382
2021-10-01,MT,PEPP,419
2021-11-01,MT,PEPP,478
2021-12-01,MT,PEPP,525
2022-01-01,MT,PEPP,543
2022-02-01,MT,PEPP,580
2022-03-01,MT,PEPP,609
2022-04-01,MT,PEPP,610
2022-05-01,MT,PEPP,608
2022-06-01,MT,PEPP,609
2022-07-01,MT,PEPP,602
2022-08-01,MT,PEPP,603
2022-09-01,MT,PEPP,604
2022-10-01,MT,PEPP,605
2022-11-01,MT,PEPP,606
2022-12-01,MT,PEPP,607
2023-01-01,MT,PEPP,607
2023-02-01,MT,PEPP,607
2023-03-01,MT,PEPP,607
2023-04-01,MT,PEPP,607
2023-05-01,MT,PEPP,607
2023-06-01,MT,PEPP,607
2023-07-01,MT,PEPP,603
2023-08-01,MT,PEPP,603
2023-09-01,MT,PEPP,603
2023-10-01,MT,PEPP,603
2023-11-01,MT,PEPP,603
2023-12-01,MT,PEPP,603
2024-01-01,MT,PEPP,604
2024-02-01,MT,PEPP,605
2024-03-01,MT,PEPP,607
2024-04-01,MT,PEPP,607
2024-05-01,MT,PEPP,608
2024-06-01,MT,PEPP,609
2024-07-01,MT,PEPP,611
2024-08-01,MT,PEPP,612
2024-09-01,MT,PEPP,613
2024-10-01,MT,PEPP,586
2024-11-01,MT,PEPP,586
2024-12-01,MT,PEPP,586
2025-01-01,MT,PEPP,586
2025-02-01,MT,PEPP,586
2025-03-01,MT,PEPP,586
2025-04-01,MT,PEPP,586
2025-05-01,MT,PEPP,586
2025-06-01,MT,PEPP,586
2025-07-01,MT,PEPP,563
2025-08-01,MT,PEPP,563
2025-09-01,MT,PEPP,563
2025-10-01,MT,PEPP,563
2025-11-01,MT,PEPP,553
2025-12-01,MT,PEPP,553
2026-01-01,MT,PEPP,553
2026-02-01,MT,PEPP,553
2026-03-01,MT,PEPP,553
2026-04-01,MT,PEPP,553
2026-05-01,MT,PEPP,553
2026-06-01,MT,PEPP,553
2026-07-01,MT,PEPP,539
2026-08-01,MT,PEPP,539
2020-03-01,NL,PEPP,712
2020-04-01,NL,PEPP,4588
2020-05-01,NL,PEPP,10389
2020-06-01,NL,PEPP,16192
2020-07-01,NL,PEPP,20675
2020-08-01,NL,PEPP,23839
2020-09-01,NL,PEPP,27795
2020-10-01,NL,PEPP,31750
2020-11-01,NL,PEPP,35705
2020-12-01,NL,PEPP,38870
2021-01-01,NL,PEPP,41956
2021-02-01,NL,PEPP,45121
2021-03-01,NL,PEPP,49023
2021-04-01,NL,PEPP,53619
2021-05-01,NL,PEPP,58044
2021-06-01,NL,PEPP,62234
2021-07-01,NL,PEPP,66946
2021-08-01,NL,PEPP,70490
2021-09-01,NL,PEPP,74353
2021-10-01,NL,PEPP,77913
2021-11-01,NL,PEPP,81495
2021-12-01,NL,PEPP,84292
2022-01-01,NL,PEPP,83894
2022-02-01,NL,PEPP,83921
2022-03-01,NL,PEPP,85173
2022-04-01,NL,PEPP,85485
2022-05-01,NL,PEPP,86126
2022-06-01,NL,PEPP,86593
2022-07-01,NL,PEPP,82743
2022-08-01,NL,PEPP,81436
2022-09-01,NL,PEPP,82871
2022-10-01,NL,PEPP,83379
2022-11-01,NL,PEPP,84560
2022-12-01,NL,PEPP,86291
2023-01-01,NL,PEPP,83389
2023-02-01,NL,PEPP,82214
2023-03-01,NL,PEPP,81618
2023-04-01,NL,PEPP,82035
2023-05-01,NL,PEPP,81958
2023-06-01,NL,PEPP,82674
2023-07-01,NL,PEPP,79689
2023-08-01,NL,PEPP,80827
2023-09-01,NL,PEPP,80600
2023-10-01,NL,PEPP,83910
2023-11-01,NL,PEPP,84489
2023-12-01,NL,PEPP,85879
2024-01-01,NL,PEPP,81700
2024-02-01,NL,PEPP,80948
2024-03-01,NL,PEPP,80740
2024-04-01,NL,PEPP,80974
2024-05-01,NL,PEPP,82588
2024-06-01,NL,PEPP,82655
2024-07-01,NL,PEPP,79801
2024-08-01,NL,PEPP,77963
2024-09-01,NL,PEPP,77591
2024-10-01,NL,PEPP,77157
2024-11-01,NL,PEPP,76857
2024-12-01,NL,PEPP,77328
2025-01-01,NL,PEPP,75561
2025-02-01,NL,PEPP,73996
2025-03-01,NL,PEPP,73243
2025-04-01,NL,PEPP,71974
2025-05-01,NL,PEPP,71221
2025-06-01,NL,PEPP,71221
2025-07-01,NL,PEPP,67854
2025-08-01,NL,PEPP,67854
2025-09-01,NL,PEPP,67759
2025-10-01,NL,PEPP,67759
2025-11-01,NL,PEPP,67693
2025-12-01,NL,PEPP,67693
2026-01-01,NL,PEPP,65047
2026-02-01,NL,PEPP,65047
2026-03-01,NL,PEPP,65047
2026-04-01,NL,PEPP,64436
2026-05-01,NL,PEPP,64436
2026-06-01,NL,PEPP,64436
2026-07-01,NL,PEPP,61231
2026-08-01,NL,PEPP,61231
2020-03-01,PT,PEPP,285
2020-04-01,PT,PEPP,1833
2020-05-01,PT,PEPP,4150
2020-06-01,PT,PEPP,6776
2020-07-01,PT,PEPP,8805
2020-08-01,PT,PEPP,10069
2020-09-01,PT,PEPP,11649
2020-10-01,PT,PEPP,13229
2020-11-01,PT,PEPP,14809
2020-12-01,PT,PEPP,16073
2021-01-01,PT,PEPP,17305
2021-02-01,PT,PEPP,18568
2021-03-01,PT,PEPP,20127
2021-04-01,PT,PEPP,21964
2021-05-01,PT,PEPP,23731
2021-06-01,PT,PEPP,25407
2021-07-01,PT,PEPP,27289
2021-08-01,PT,PEPP,28704
2021-09-01,PT,PEPP,30247
2021-10-01,PT,PEPP,31669
2021-11-01,PT,PEPP,33099
2021-12-01,PT,PEPP,33583
2022-01-01,PT,PEPP,33859
2022-02-01,PT,PEPP,34879
2022-03-01,PT,PEPP,34744
2022-04-01,PT,PEPP,35378
2022-05-01,PT,PEPP,34804
2022-06-01,PT,PEPP,35220
2022-07-01,PT,PEPP,35318
2022-08-01,PT,PEPP,35523
2022-09-01,PT,PEPP,35495
2022-10-01,PT,PEPP,34309
2022-11-01,PT,PEPP,34427
2022-12-01,PT,PEPP,34616
2023-01-01,PT,PEPP,33911
2023-02-01,PT,PEPP,34346
2023-03-01,PT,PEPP,33966
2023-04-01,PT,PEPP,34236
2023-05-01,PT,PEPP,33863
2023-06-01,PT,PEPP,34071
2023-07-01,PT,PEPP,33990
2023-08-01,PT,PEPP,34143
2023-09-01,PT,PEPP,33923
2023-10-01,PT,PEPP,32198
2023-11-01,PT,PEPP,32325
2023-12-01,PT,PEPP,32359
2024-01-01,PT,PEPP,32391
2024-02-01,PT,PEPP,30703
2024-03-01,PT,PEPP,30910
2024-04-01,PT,PEPP,31131
2024-05-01,PT,PEPP,31404
2024-06-01,PT,PEPP,31523
2024-07-01,PT,PEPP,31590
2024-08-01,PT,PEPP,31630
2024-09-01,PT,PEPP,31589
2024-10-01,PT,PEPP,31618
2024-11-01,PT,PEPP,31672
2024-12-01,PT,PEPP,31702
2025-01-01,PT,PEPP,31562
2025-02-01,PT,PEPP,31562
2025-03-01,PT,PEPP,31443
2025-04-01,PT,PEPP,31443
2025-05-01,PT,PEPP,31391
2025-06-01,PT,PEPP,31391
2025-07-01,PT,PEPP,31353
2025-08-01,PT,PEPP,31353
2025-09-01,PT,PEPP,31346
2025-10-01,PT,PEPP,28917
2025-11-01,PT,PEPP,28917
2025-12-01,PT,PEPP,28917
2026-01-01,PT,PEPP,28917
2026-02-01,PT,PEPP,28917
2026-03-01,PT,PEPP,28917
2026-04-01,PT,PEPP,28917
2026-05-01,PT,PEPP,28917
2026-06-01,PT,PEPP,28917
2026-07-01,PT,PEPP,26814
2026-08-01,PT,PEPP,26814
2020-03-01,SI,PEPP,59
2020-04-01,SI,PEPP,462
2020-05-01,SI,PEPP,939
2020-06-01,SI,PEPP,1479
2020-07-01,SI,PEPP,1896
2020-08-01,SI,PEPP,2156
2020-09-01,SI,PEPP,2481
2020-10-01,SI,PEPP,2806
2020-11-01,SI,PEPP,3131
2020-12-01,SI,PEPP,3391
2021-01-01,SI,PEPP,3644
2021-02-01,SI,PEPP,3903
2021-03-01,SI,PEPP,4224
2021-04-01,SI,PEPP,4530
2021-05-01,SI,PEPP,4838
2021-06-01,SI,PEPP,5168
2021-07-01,SI,PEPP,5555
2021-08-01,SI,PEPP,5829
2021-09-01,SI,PEPP,6003
2021-10-01,SI,PEPP,6032
2021-11-01,SI,PEPP,6142
2021-12-01,SI,PEPP,6084
2022-01-01,SI,PEPP,6311
2022-02-01,SI,PEPP,6491
2022-03-01,SI,PEPP,6499
2022-04-01,SI,PEPP,6517
2022-05-01,SI,PEPP,6531
2022-06-01,SI,PEPP,6542
2022-07-01,SI,PEPP,6541
2022-08-01,SI,PEPP,6550
2022-09-01,SI,PEPP,6566
2022-10-01,SI,PEPP,6575
2022-11-01,SI,PEPP,6586
2022-12-01,SI,PEPP,6593
2023-01-01,SI,PEPP,6627
2023-02-01,SI,PEPP,6664
2023-03-01,SI,PEPP,6344
2023-04-01,SI,PEPP,6370
2023-05-01,SI,PEPP,6407
2023-06-01,SI,PEPP,6430
2023-07-01,SI,PEPP,6451
2023-08-01,SI,PEPP,6481
2023-09-01,SI,PEPP,6493
2023-10-01,SI,PEPP,6528
2023-11-01,SI,PEPP,6546
2023-12-01,SI,PEPP,6559
2024-01-01,SI,PEPP,6589
2024-02-01,SI,PEPP,6616
2024-03-01,SI,PEPP,6640
2024-04-01,SI,PEPP,6667
2024-05-01,SI,PEPP,6694
2024-06-01,SI,PEPP,6705
2024-07-01,SI,PEPP,6721
2024-08-01,SI,PEPP,6728
2024-09-01,SI,PEPP,6420
2024-10-01,SI,PEPP,6429
2024-11-01,SI,PEPP,6442
2024-12-01,SI,PEPP,6447
2025-01-01,SI,PEPP,6447
2025-02-01,SI,PEPP,6447
2025-03-01,SI,PEPP,6447
2025-04-01,SI,PEPP,6445
2025-05-01,SI,PEPP,6445
2025-06-01,SI,PEPP,6445
2025-07-01,SI,PEPP,6048
2025-08-01,SI,PEPP,6048
2025-09-01,SI,PEPP,6047
2025-10-01,SI,PEPP,6047
2025-11-01,SI,PEPP,6047
2025-12-01,SI,PEPP,6047
2026-01-01,SI,PEPP,6047
2026-02-01,SI,PEPP,5836
2026-03-01,SI,PEPP,5463
2026-04-01,SI,PEPP,5461
2026-05-01,SI,PEPP,5461
2026-06-01,SI,PEPP,5441
2026-07-01,SI,PEPP,5441
2026-08-01,SI,PEPP,5441
2020-03-01,SK,PEPP,106
2020-04-01,SK,PEPP,1132
2020-05-01,SK,PEPP,2303
2020-06-01,SK,PEPP,3436
2020-07-01,SK,PEPP,3790
2020-08-01,SK,PEPP,4052
2020-09-01,SK,PEPP,4337
2020-10-01,SK,PEPP,4449
2020-11-01,SK,PEPP,4706
2020-12-01,SK,PEPP,5161
2021-01-01,SK,PEPP,5380
2021-02-01,SK,PEPP,5720
2021-03-01,SK,PEPP,5890
2021-04-01,SK,PEPP,6248
