month,ncb,programme,wam_years
2025-05-01,AT,PSPP,6.86
2025-05-01,BE,PSPP,5.92
2025-05-01,CY,PSPP,7.84
2025-05-01,DE,PSPP,6.63
2025-05-01,EE,PSPP,5.54
2025-05-01,ES,PSPP,7.13
2025-05-01,FI,PSPP,6.99
2025-05-01,FR,PSPP,6.13
2025-05-01,IE,PSPP,7.66
2025-05-01,IT,PSPP,7.13
2025-05-01,LT,PSPP,9.68
2025-05-01,LU,PSPP,4.83
2025-05-01,LV,PSPP,7.58
2025-05-01,MT,PSPP,9.09
2025-05-01,NL,PSPP,6.88
2025-05-01,PT,PSPP,6.36
2025-05-01,SI,PSPP,7.55
2025-05-01,SK,PSPP,7.43
2025-06-01,AT,PSPP,6.79
2025-06-01,BE,PSPP,6.38
2025-06-01,CY,PSPP,7.76
2025-06-01,DE,PSPP,6.61
2025-06-01,EE,PSPP,5.45
2025-06-01,ES,PSPP,7.04
2025-06-01,FI,PSPP,6.91
2025-06-01,FR,PSPP,6.05
2025-06-01,IE,PSPP,7.58
2025-06-01,IT,PSPP,7.21
2025-06-01,LT,PSPP,9.6
2025-06-01,LU,PSPP,4.75
2025-06-01,LV,PSPP,7.49
2025-06-01,MT,PSPP,9.01
2025-06-01,NL,PSPP,6.8
2025-06-01,PT,PSPP,6.28
2025-06-01,SI,PSPP,7.47
2025-06-01,SK,PSPP,7.35
2025-07-01,AT,PSPP,6.71
2025-07-01,BE,PSPP,6.3
2025-07-01,CY,PSPP,7.67
2025-07-01,DE,PSPP,6.53
2025-07-01,EE,PSPP,5.37
2025-07-01,ES,PSPP,7.18
2025-07-01,FI,PSPP,7.2
2025-07-01,FR,PSPP,5.97
2025-07-01,IE,PSPP,7.5
2025-07-01,IT,PSPP,7.23
2025-07-01,LT,PSPP,9.52
2025-07-01,LU,PSPP,4.67
2025-07-01,LV,PSPP,7.41
2025-07-01,MT,PSPP,9.02
2025-07-01,NL,PSPP,7.19
2025-07-01,PT,PSPP,6.2
2025-07-01,SI,PSPP,7.96
2025-07-01,SK,PSPP,7.26
2025-08-01,AT,PSPP,6.62
2025-08-01,BE,PSPP,6.21
2025-08-01,CY,PSPP,7.59
2025-08-01,DE,PSPP,6.6
2025-08-01,EE,PSPP,5.28
2025-08-01,ES,PSPP,7.09
2025-08-01,FI,PSPP,7.11
2025-08-01,FR,PSPP,5.89
2025-08-01,IE,PSPP,7.41
2025-08-01,IT,PSPP,7.23
2025-08-01,LT,PSPP,9.52
2025-08-01,LU,PSPP,4.58
2025-08-01,LV,PSPP,7.32
2025-08-01,MT,PSPP,8.94
2025-08-01,NL,PSPP,7.1
2025-08-01,PT,PSPP,6.11
2025-08-01,SI,PSPP,7.88
2025-08-01,SK,PSPP,7.18
2025-09-01,AT,PSPP,6.56
2025-09-01,BE,PSPP,6.13
2025-09-01,CY,PSPP,7.5
2025-09-01,DE,PSPP,6.55
2025-09-01,EE,PSPP,5.2
2025-09-01,ES,PSPP,7.02
2025-09-01,FI,PSPP,7.36
2025-09-01,FR,PSPP,5.8
2025-09-01,IE,PSPP,7.33
2025-09-01,IT,PSPP,7.2
2025-09-01,LT,PSPP,9.45
2025-09-01,LU,PSPP,4.5
2025-09-01,LV,PSPP,8.17
2025-09-01,MT,PSPP,8.85
2025-09-01,NL,PSPP,7.04
2025-09-01,PT,PSPP,6.03
2025-09-01,SI,PSPP,7.8
2025-09-01,SK,PSPP,7.09
2025-10-01,AT,PSPP,6.93
2025-10-01,BE,PSPP,6.05
2025-10-01,CY,PSPP,7.42
2025-10-01,DE,PSPP,6.6
2025-10-01,EE,PSPP,5.12
2025-10-01,ES,PSPP,7.17
2025-10-01,FI,PSPP,7.27
2025-10-01,FR,PSPP,5.86
2025-10-01,IE,PSPP,7.24
2025-10-01,IT,PSPP,7.12
2025-10-01,LT,PSPP,9.89
2025-10-01,LU,PSPP,4.41
2025-10-01,LV,PSPP,8.08
2025-10-01,MT,PSPP,8.77
2025-10-01,NL,PSPP,6.95
2025-10-01,PT,PSPP,6.53
2025-10-01,SI,PSPP,7.71
2025-10-01,SK,PSPP,7.57
2025-11-01,AT,PSPP,6.84
2025-11-01,BE,PSPP,5.96
2025-11-01,CY,PSPP,8.07
2025-11-01,DE,PSPP,6.54
2025-11-01,EE,PSPP,5.04
2025-11-01,ES,PSPP,7.09
2025-11-01,FI,PSPP,7.19
2025-11-01,FR,PSPP,5.98
2025-11-01,IE,PSPP,7.16
2025-11-01,IT,PSPP,7.14
2025-11-01,LT,PSPP,10.06
2025-11-01,LU,PSPP,4.33
2025-11-01,LV,PSPP,8.0
2025-11-01,MT,PSPP,8.99
2025-11-01,NL,PSPP,6.89
2025-11-01,PT,PSPP,6.45
2025-11-01,SI,PSPP,7.63
2025-11-01,SK,PSPP,7.49
2025-12-01,AT,PSPP,6.76
2025-12-01,BE,PSPP,5.88
2025-12-01,CY,PSPP,7.99
2025-12-01,DE,PSPP,6.46
2025-12-01,EE,PSPP,4.95
2025-12-01,ES,PSPP,7.01
2025-12-01,FI,PSPP,7.11
2025-12-01,FR,PSPP,5.91
2025-12-01,IE,PSPP,7.08
2025-12-01,IT,PSPP,7.22
2025-12-01,LT,PSPP,9.98
2025-12-01,LU,PSPP,4.25
2025-12-01,LV,PSPP,7.91
2025-12-01,MT,PSPP,8.91
2025-12-01,NL,PSPP,6.8
2025-12-01,PT,PSPP,6.36
2025-12-01,SI,PSPP,7.54
2025-12-01,SK,PSPP,7.4
2026-01-01,AT,PSPP,6.68
2026-01-01,BE,PSPP,5.79
2026-01-01,CY,PSPP,7.9
2026-01-01,DE,PSPP,6.4
2026-01-01,EE,PSPP,4.87
2026-01-01,ES,PSPP,7.1
2026-01-01,FI,PSPP,7.02
2026-01-01,FR,PSPP,5.83
2026-01-01,IE,PSPP,6.99
2026-01-01,IT,PSPP,7.16
2026-01-01,LT,PSPP,10.17
2026-01-01,LU,PSPP,4.16
2026-01-01,LV,PSPP,7.83
2026-01-01,MT,PSPP,8.82
2026-01-01,NL,PSPP,7.01
2026-01-01,PT,PSPP,6.28
2026-01-01,SI,PSPP,7.46
2026-01-01,SK,PSPP,7.32
2026-02-01,AT,PSPP,6.6
2026-02-01,BE,PSPP,5.72
2026-02-01,CY,PSPP,8.76
2026-02-01,DE,PSPP,6.48
2026-02-01,EE,PSPP,4.79
2026-02-01,ES,PSPP,7.02
2026-02-01,FI,PSPP,6.94
2026-02-01,FR,PSPP,6.01
2026-02-01,IE,PSPP,6.92
2026-02-01,IT,PSPP,7.21
2026-02-01,LT,PSPP,10.1
2026-02-01,LU,PSPP,4.09
2026-02-01,LV,PSPP,7.75
2026-02-01,MT,PSPP,8.75
2026-02-01,NL,PSPP,6.94
2026-02-01,PT,PSPP,6.22
2026-02-01,SI,PSPP,7.64
2026-02-01,SK,PSPP,7.24
2026-03-01,AT,PSPP,6.95
2026-03-01,BE,PSPP,5.91
2026-03-01,CY,PSPP,8.67
2026-03-01,DE,PSPP,6.47
2026-03-01,EE,PSPP,4.7
2026-03-01,ES,PSPP,6.94
2026-03-01,FI,PSPP,6.86
2026-03-01,FR,PSPP,5.97
2026-03-01,IE,PSPP,6.83
2026-03-01,IT,PSPP,7.28
2026-03-01,LT,PSPP,10.01
2026-03-01,LU,PSPP,4.0
2026-03-01,LV,PSPP,7.67
2026-03-01,MT,PSPP,8.66
2026-03-01,NL,PSPP,6.85
2026-03-01,PT,PSPP,6.14
2026-03-01,SI,PSPP,7.87
2026-03-01,SK,PSPP,7.15
2026-04-01,AT,PSPP,6.87
2026-04-01,BE,PSPP,5.83
2026-04-01,CY,PSPP,8.59
2026-04-01,DE,PSPP,6.63
2026-04-01,EE,PSPP,4.62
2026-04-01,ES,PSPP,7.1
2026-04-01,FI,PSPP,7.34
2026-04-01,FR,PSPP,6.05
2026-04-01,IE,PSPP,6.75
2026-04-01,IT,PSPP,7.33
2026-04-01,LT,PSPP,9.93
2026-04-01,LU,PSPP,3.92
2026-04-01,LV,PSPP,7.58
2026-04-01,MT,PSPP,8.58
2026-04-01,NL,PSPP,6.83
2026-04-01,PT,PSPP,6.06
2026-04-01,SI,PSPP,7.79
2026-04-01,SK,PSPP,7.07
2026-05-01,AT,PSPP,6.79
2026-05-01,BE,PSPP,5.75
2026-05-01,CY,PSPP,8.51
2026-05-01,DE,PSPP,6.57
2026-05-01,EE,PSPP,4.54
2026-05-01,ES,PSPP,7.03
2026-05-01,FI,PSPP,7.25
2026-05-01,FR,PSPP,6.27
2026-05-01,IE,PSPP,7.54
2026-05-01,IT,PSPP,7.25
2026-05-01,LT,PSPP,9.84
2026-05-01,LU,PSPP,3.83
2026-05-01,LV,PSPP,7.5
2026-05-01,MT,PSPP,8.49
2026-05-01,NL,PSPP,6.74
2026-05-01,PT,PSPP,5.97
2026-05-01,SI,PSPP,7.71
2026-05-01,SK,PSPP,7.43
2026-06-01,AT,PSPP,6.7
2026-06-01,BE,PSPP,6.19
2026-06-01,CY,PSPP,8.42
2026-06-01,DE,PSPP,6.53
2026-06-01,EE,PSPP,4.45
2026-06-01,ES,PSPP,6.95
2026-06-01,FI,PSPP,7.17
2026-06-01,FR,PSPP,6.19
2026-06-01,IE,PSPP,7.45
2026-06-01,IT,PSPP,7.35
2026-06-01,LT,PSPP,10.12
2026-06-01,LU,PSPP,3.75
2026-06-01,LV,PSPP,7.42
2026-06-01,MT,PSPP,8.41
2026-06-01,NL,PSPP,6.66
2026-06-01,PT,PSPP,5.89
2026-06-01,SI,PSPP,7.66
2026-06-01,SK,PSPP,7.35
2026-07-01,AT,PSPP,6.74
2026-07-01,BE,PSPP,6.11
2026-07-01,CY,PSPP,8.34
2026-07-01,DE,PSPP,6.47
2026-07-01,EE,PSPP,4.37
2026-07-01,ES,PSPP,7.09
2026-07-01,FI,PSPP,7.08
2026-07-01,FR,PSPP,6.11
2026-07-01,IE,PSPP,7.37
2026-07-01,IT,PSPP,7.38
2026-07-01,LT,PSPP,10.04
2026-07-01,LU,PSPP,3.67
2026-07-01,LV,PSPP,7.33
2026-07-01,MT,PSPP,8.43
2026-07-01,NL,PSPP,7.05
2026-07-01,PT,PSPP,6.34
2026-07-01,SI,PSPP,7.57
2026-07-01,SK,PSPP,7.26
2026-08-01,AT,PSPP,6.66
2026-08-01,BE,PSPP,6.02
2026-08-01,CY,PSPP,8.26
2026-08-01,DE,PSPP,6.55
2026-08-01,EE,PSPP,4.28
2026-08-01,ES,PSPP,7.01
2026-08-01,FI,PSPP,7.0
2026-08-01,FR,PSPP,6.03
2026-08-01,IE,PSPP,7.28
2026-08-01,IT,PSPP,7.38
2026-08-01,LT,PSPP,9.95
2026-08-01,LU,PSPP,3.58
2026-08-01,LV,PSPP,7.25
2026-08-01,MT,PSPP,8.34
2026-08-01,NL,PSPP,6.97
2026-08-01,PT,PSPP,6.26
2026-08-01,SI,PSPP,7.49
2026-08-01,SK,PSPP,7.18
2020-03-01,AT,PEPP,8.71
2020-03-01,BE,PEPP,6.97
2020-03-01,CY,PEPP,9.16
2020-03-01,DE,PEPP,8.42
2020-03-01,EE,PEPP,0.0
2020-03-01,ES,PEPP,12.98
2020-03-01,FI,PEPP,15.52
2020-03-01,FR,PEPP,10.43
2020-03-01,GR,PEPP,6.55
2020-03-01,IE,PEPP,13.07
2020-03-01,IT,PEPP,8.1
2020-03-01,LT,PEPP,
2020-03-01,LU,PEPP,6.62
2020-03-01,LV,PEPP,8.36
2020-03-01,MT,PEPP,4.89
2020-03-01,NL,PEPP,9.69
2020-03-01,PT,PEPP,7.18
2020-03-01,SI,PEPP,10.44
2020-03-01,SK,PEPP,1.02
2020-04-01,AT,PEPP,7.4
2020-04-01,BE,PEPP,5.14
2020-04-01,CY,PEPP,12.95
2020-04-01,DE,PEPP,2.93
2020-04-01,EE,PEPP,0.0
2020-04-01,ES,PEPP,8.24
2020-04-01,FI,PEPP,9.56
2020-04-01,FR,PEPP,8.39
2020-04-01,GR,PEPP,7.0
2020-04-01,IE,PEPP,9.2
2020-04-01,IT,PEPP,6.96
2020-04-01,LT,PEPP,9.4
2020-04-01,LU,PEPP,6.17
2020-04-01,LV,PEPP,5.92
2020-04-01,MT,PEPP,6.95
2020-04-01,NL,PEPP,4.35
2020-04-01,PT,PEPP,7.76
2020-04-01,SI,PEPP,7.49
2020-04-01,SK,PEPP,7.64
2020-05-01,AT,PEPP,8.93
2020-05-01,BE,PEPP,5.41
2020-05-01,CY,PEPP,12.36
2020-05-01,DE,PEPP,3.15
2020-05-01,EE,PEPP,0.0
2020-05-01,ES,PEPP,8.28
2020-05-01,FI,PEPP,8.68
2020-05-01,FR,PEPP,8.19
2020-05-01,GR,PEPP,7.97
2020-05-01,IE,PEPP,7.95
2020-05-01,IT,PEPP,7.07
2020-05-01,LT,PEPP,8.94
2020-05-01,LU,PEPP,5.92
2020-05-01,LV,PEPP,10.88
2020-05-01,MT,PEPP,6.5
2020-05-01,NL,PEPP,3.89
2020-05-01,PT,PEPP,7.22
2020-05-01,SI,PEPP,7.32
2020-05-01,SK,PEPP,7.45
2020-06-01,AT,PEPP,8.83
2020-06-01,BE,PEPP,5.61
2020-06-01,CY,PEPP,12.47
2020-06-01,DE,PEPP,3.71
2020-06-01,EE,PEPP,8.7
2020-06-01,ES,PEPP,8.11
2020-06-01,FI,PEPP,8.2
2020-06-01,FR,PEPP,8.79
2020-06-01,GR,PEPP,8.76
2020-06-01,IE,PEPP,8.09
2020-06-01,IT,PEPP,7.17
2020-06-01,LT,PEPP,8.46
2020-06-01,LU,PEPP,6.55
2020-06-01,LV,PEPP,10.31
2020-06-01,MT,PEPP,6.42
2020-06-01,NL,PEPP,3.46
2020-06-01,PT,PEPP,7.03
2020-06-01,SI,PEPP,6.79
2020-06-01,SK,PEPP,6.93
2020-07-01,AT,PEPP,10.01
2020-07-01,BE,PEPP,5.83
2020-07-01,CY,PEPP,11.79
2020-07-01,DE,PEPP,3.97
2020-07-01,EE,PEPP,9.3
2020-07-01,ES,PEPP,8.18
2020-07-01,FI,PEPP,7.56
2020-07-01,FR,PEPP,9.05
2020-07-01,GR,PEPP,8.62
2020-07-01,IE,PEPP,8.3
2020-07-01,IT,PEPP,7.0
2020-07-01,LT,PEPP,9.21
2020-07-01,LU,PEPP,6.56
2020-07-01,LV,PEPP,9.88
2020-07-01,MT,PEPP,6.33
2020-07-01,NL,PEPP,3.6
2020-07-01,PT,PEPP,7.14
2020-07-01,SI,PEPP,6.84
2020-07-01,SK,PEPP,7.17
2020-08-01,AT,PEPP,10.91
2020-08-01,BE,PEPP,5.86
2020-08-01,CY,PEPP,11.52
2020-08-01,DE,PEPP,4.29
2020-08-01,EE,PEPP,9.28
2020-08-01,ES,PEPP,8.32
2020-08-01,FI,PEPP,7.44
2020-08-01,FR,PEPP,9.15
2020-08-01,GR,PEPP,8.45
2020-08-01,IE,PEPP,8.29
2020-08-01,IT,PEPP,7.0
2020-08-01,LT,PEPP,11.99
2020-08-01,LU,PEPP,6.21
2020-08-01,LV,PEPP,9.88
2020-08-01,MT,PEPP,6.27
2020-08-01,NL,PEPP,3.67
2020-08-01,PT,PEPP,6.96
2020-08-01,SI,PEPP,6.99
2020-08-01,SK,PEPP,6.97
2020-09-01,AT,PEPP,10.93
2020-09-01,BE,PEPP,5.93
2020-09-01,CY,PEPP,11.66
2020-09-01,DE,PEPP,4.51
2020-09-01,EE,PEPP,9.22
2020-09-01,ES,PEPP,8.37
2020-09-01,FI,PEPP,7.34
2020-09-01,FR,PEPP,9.04
2020-09-01,GR,PEPP,8.32
2020-09-01,IE,PEPP,8.34
2020-09-01,IT,PEPP,6.96
2020-09-01,LT,PEPP,12.01
2020-09-01,LU,PEPP,6.37
2020-09-01,LV,PEPP,9.72
2020-09-01,MT,PEPP,7.56
2020-09-01,NL,PEPP,3.92
2020-09-01,PT,PEPP,7.04
2020-09-01,SI,PEPP,7.03
2020-09-01,SK,PEPP,6.8
2020-10-01,AT,PEPP,10.86
2020-10-01,BE,PEPP,6.2
2020-10-01,CY,PEPP,11.29
2020-10-01,DE,PEPP,4.76
2020-10-01,EE,PEPP,9.13
2020-10-01,ES,PEPP,8.39
2020-10-01,FI,PEPP,7.37
2020-10-01,FR,PEPP,8.71
2020-10-01,GR,PEPP,8.21
2020-10-01,IE,PEPP,8.65
2020-10-01,IT,PEPP,6.93
2020-10-01,LT,PEPP,12.01
2020-10-01,LU,PEPP,7.11
2020-10-01,LV,PEPP,9.37
2020-10-01,MT,PEPP,7.45
2020-10-01,NL,PEPP,3.96
2020-10-01,PT,PEPP,6.74
2020-10-01,SI,PEPP,7.56
2020-10-01,SK,PEPP,7.69
2020-11-01,AT,PEPP,10.93
2020-11-01,BE,PEPP,6.29
2020-11-01,CY,PEPP,10.86
2020-11-01,DE,PEPP,4.83
2020-11-01,EE,PEPP,9.08
2020-11-01,ES,PEPP,8.47
2020-11-01,FI,PEPP,7.24
2020-11-01,FR,PEPP,8.61
2020-11-01,GR,PEPP,8.38
2020-11-01,IE,PEPP,8.85
2020-11-01,IT,PEPP,6.82
2020-11-01,LT,PEPP,11.78
2020-11-01,LU,PEPP,7.13
2020-11-01,LV,PEPP,9.07
2020-11-01,MT,PEPP,7.46
2020-11-01,NL,PEPP,4.08
2020-11-01,PT,PEPP,6.78
2020-11-01,SI,PEPP,8.31
2020-11-01,SK,PEPP,7.78
2020-12-01,AT,PEPP,10.41
2020-12-01,BE,PEPP,6.35
2020-12-01,CY,PEPP,10.65
2020-12-01,DE,PEPP,4.92
2020-12-01,EE,PEPP,9.0
2020-12-01,ES,PEPP,8.52
2020-12-01,FI,PEPP,7.16
2020-12-01,FR,PEPP,8.45
2020-12-01,GR,PEPP,8.51
2020-12-01,IE,PEPP,8.91
2020-12-01,IT,PEPP,6.82
2020-12-01,LT,PEPP,11.52
2020-12-01,LU,PEPP,6.98
2020-12-01,LV,PEPP,9.06
2020-12-01,MT,PEPP,7.35
2020-12-01,NL,PEPP,4.22
2020-12-01,PT,PEPP,6.69
2020-12-01,SI,PEPP,8.79
2020-12-01,SK,PEPP,7.85
2021-01-01,AT,PEPP,10.03
2021-01-01,BE,PEPP,6.47
2021-01-01,CY,PEPP,10.42
2021-01-01,DE,PEPP,5.09
2021-01-01,EE,PEPP,8.92
2021-01-01,ES,PEPP,8.46
2021-01-01,FI,PEPP,7.1
2021-01-01,FR,PEPP,8.4
2021-01-01,GR,PEPP,8.61
2021-01-01,IE,PEPP,8.98
2021-01-01,IT,PEPP,6.79
2021-01-01,LT,PEPP,11.49
2021-01-01,LU,PEPP,6.85
2021-01-01,LV,PEPP,9.69
2021-01-01,MT,PEPP,7.18
2021-01-01,NL,PEPP,4.44
2021-01-01,PT,PEPP,6.62
2021-01-01,SI,PEPP,9.28
2021-01-01,SK,PEPP,8.6
2021-02-01,AT,PEPP,9.92
2021-02-01,BE,PEPP,6.42
2021-02-01,CY,PEPP,10.32
2021-02-01,DE,PEPP,5.33
2021-02-01,EE,PEPP,8.91
2021-02-01,ES,PEPP,8.44
2021-02-01,FI,PEPP,7.22
2021-02-01,FR,PEPP,8.44
2021-02-01,GR,PEPP,8.74
2021-02-01,IE,PEPP,9.09
2021-02-01,IT,PEPP,6.8
2021-02-01,LT,PEPP,11.81
2021-02-01,LU,PEPP,6.69
2021-02-01,LV,PEPP,9.65
2021-02-01,MT,PEPP,7.0
2021-02-01,NL,PEPP,4.8
2021-02-01,PT,PEPP,6.59
2021-02-01,SI,PEPP,9.5
2021-02-01,SK,PEPP,8.68
2021-03-01,AT,PEPP,9.72
2021-03-01,BE,PEPP,6.7
2021-03-01,CY,PEPP,10.1
2021-03-01,DE,PEPP,5.56
2021-03-01,EE,PEPP,8.83
2021-03-01,ES,PEPP,8.4
2021-03-01,FI,PEPP,7.16
2021-03-01,FR,PEPP,8.39
2021-03-01,GR,PEPP,8.77
2021-03-01,IE,PEPP,8.98
2021-03-01,IT,PEPP,6.83
2021-03-01,LT,PEPP,11.51
2021-03-01,LU,PEPP,6.58
2021-03-01,LV,PEPP,9.65
2021-03-01,MT,PEPP,7.68
2021-03-01,NL,PEPP,5.09
2021-03-01,PT,PEPP,6.69
2021-03-01,SI,PEPP,9.59
2021-03-01,SK,PEPP,8.84
2021-04-01,AT,PEPP,9.62
2021-04-01,BE,PEPP,6.62
2021-04-01,CY,PEPP,9.96
2021-04-01,DE,PEPP,5.93
2021-04-01,EE,PEPP,8.75
2021-04-01,ES,PEPP,8.34
2021-04-01,FI,PEPP,6.98
2021-04-01,FR,PEPP,8.5
2021-04-01,GR,PEPP,9.15
2021-04-01,IE,PEPP,9.04
2021-04-01,IT,PEPP,6.86
2021-04-01,LT,PEPP,11.36
2021-04-01,LU,PEPP,6.83
2021-04-01,LV,PEPP,9.57
2021-04-01,MT,PEPP,7.6
2021-04-01,NL,PEPP,5.56
2021-04-01,PT,PEPP,7.18
2021-04-01,SI,PEPP,9.38
2021-04-01,SK,PEPP,9.1
2021-05-01,AT,PEPP,9.44
2021-05-01,BE,PEPP,6.66
2021-05-01,CY,PEPP,9.73
2021-05-01,DE,PEPP,6.1
2021-05-01,EE,PEPP,9.03
2021-05-01,ES,PEPP,8.29
2021-05-01,FI,PEPP,7.34
2021-05-01,FR,PEPP,8.51
2021-05-01,GR,PEPP,9.47
2021-05-01,IE,PEPP,9.19
2021-05-01,IT,PEPP,6.87
2021-05-01,LT,PEPP,11.11
2021-05-01,LU,PEPP,7.04
2021-05-01,LV,PEPP,9.83
2021-05-01,MT,PEPP,7.88
2021-05-01,NL,PEPP,6.04
2021-05-01,PT,PEPP,7.4
2021-05-01,SI,PEPP,9.16
2021-05-01,SK,PEPP,9.54
2021-06-01,AT,PEPP,9.29
2021-06-01,BE,PEPP,6.64
2021-06-01,CY,PEPP,9.55
2021-06-01,DE,PEPP,6.25
2021-06-01,EE,PEPP,8.94
2021-06-01,ES,PEPP,8.28
2021-06-01,FI,PEPP,7.37
2021-06-01,FR,PEPP,8.45
2021-06-01,GR,PEPP,9.51
2021-06-01,IE,PEPP,9.3
2021-06-01,IT,PEPP,6.92
2021-06-01,LT,PEPP,10.97
2021-06-01,LU,PEPP,7.02
2021-06-01,LV,PEPP,9.7
2021-06-01,MT,PEPP,7.81
2021-06-01,NL,PEPP,6.46
2021-06-01,PT,PEPP,7.34
2021-06-01,SI,PEPP,9.38
2021-06-01,SK,PEPP,9.46
2021-07-01,AT,PEPP,9.04
2021-07-01,BE,PEPP,6.77
2021-07-01,CY,PEPP,9.29
2021-07-01,DE,PEPP,6.19
2021-07-01,EE,PEPP,8.86
2021-07-01,ES,PEPP,8.25
2021-07-01,FI,PEPP,7.42
2021-07-01,FR,PEPP,8.39
2021-07-01,GR,PEPP,9.43
2021-07-01,IE,PEPP,9.11
2021-07-01,IT,PEPP,6.89
2021-07-01,LT,PEPP,11.05
2021-07-01,LU,PEPP,6.95
2021-07-01,LV,PEPP,9.51
2021-07-01,MT,PEPP,8.45
2021-07-01,NL,PEPP,7.02
2021-07-01,PT,PEPP,7.29
2021-07-01,SI,PEPP,9.48
2021-07-01,SK,PEPP,9.3
2021-08-01,AT,PEPP,8.86
2021-08-01,BE,PEPP,6.77
2021-08-01,CY,PEPP,9.09
2021-08-01,DE,PEPP,6.2
2021-08-01,EE,PEPP,8.77
2021-08-01,ES,PEPP,8.21
2021-08-01,FI,PEPP,7.69
2021-08-01,FR,PEPP,8.37
2021-08-01,GR,PEPP,9.15
2021-08-01,IE,PEPP,8.99
2021-08-01,IT,PEPP,6.99
2021-08-01,LT,PEPP,11.53
2021-08-01,LU,PEPP,6.86
2021-08-01,LV,PEPP,9.39
2021-08-01,MT,PEPP,9.87
2021-08-01,NL,PEPP,6.92
2021-08-01,PT,PEPP,7.08
2021-08-01,SI,PEPP,9.56
2021-08-01,SK,PEPP,9.14
2021-09-01,AT,PEPP,8.5
2021-09-01,BE,PEPP,6.69
2021-09-01,CY,PEPP,8.97
2021-09-01,DE,PEPP,6.18
2021-09-01,EE,PEPP,8.69
2021-09-01,ES,PEPP,8.11
2021-09-01,FI,PEPP,7.39
2021-09-01,FR,PEPP,8.38
2021-09-01,GR,PEPP,9.17
2021-09-01,IE,PEPP,8.84
2021-09-01,IT,PEPP,6.96
2021-09-01,LT,PEPP,11.46
2021-09-01,LU,PEPP,6.77
2021-09-01,LV,PEPP,9.25
2021-09-01,MT,PEPP,9.69
2021-09-01,NL,PEPP,7.18
2021-09-01,PT,PEPP,6.96
2021-09-01,SI,PEPP,9.46
2021-09-01,SK,PEPP,9.11
2021-10-01,AT,PEPP,8.38
2021-10-01,BE,PEPP,6.65
2021-10-01,CY,PEPP,8.81
2021-10-01,DE,PEPP,6.2
2021-10-01,EE,PEPP,8.61
2021-10-01,ES,PEPP,8.04
2021-10-01,FI,PEPP,7.19
2021-10-01,FR,PEPP,8.31
2021-10-01,GR,PEPP,8.99
2021-10-01,IE,PEPP,8.84
2021-10-01,IT,PEPP,6.95
2021-10-01,LT,PEPP,11.23
2021-10-01,LU,PEPP,6.62
2021-10-01,LV,PEPP,9.55
2021-10-01,MT,PEPP,10.73
2021-10-01,NL,PEPP,7.38
2021-10-01,PT,PEPP,6.78
2021-10-01,SI,PEPP,9.42
2021-10-01,SK,PEPP,9.56
2021-11-01,AT,PEPP,8.35
2021-11-01,BE,PEPP,6.71
2021-11-01,CY,PEPP,8.68
2021-11-01,DE,PEPP,6.17
2021-11-01,EE,PEPP,8.53
2021-11-01,ES,PEPP,7.96
2021-11-01,FI,PEPP,7.12
2021-11-01,FR,PEPP,8.19
2021-11-01,GR,PEPP,8.92
2021-11-01,IE,PEPP,8.84
2021-11-01,IT,PEPP,7.11
2021-11-01,LT,PEPP,11.04
2021-11-01,LU,PEPP,6.51
2021-11-01,LV,PEPP,9.52
2021-11-01,MT,PEPP,10.81
2021-11-01,NL,PEPP,7.43
2021-11-01,PT,PEPP,6.79
2021-11-01,SI,PEPP,9.36
2021-11-01,SK,PEPP,9.46
2021-12-01,AT,PEPP,8.21
2021-12-01,BE,PEPP,6.66
2021-12-01,CY,PEPP,8.65
2021-12-01,DE,PEPP,6.2
2021-12-01,EE,PEPP,8.44
2021-12-01,ES,PEPP,7.81
2021-12-01,FI,PEPP,6.98
2021-12-01,FR,PEPP,8.17
2021-12-01,GR,PEPP,8.73
2021-12-01,IE,PEPP,8.96
2021-12-01,IT,PEPP,7.14
2021-12-01,LT,PEPP,10.97
2021-12-01,LU,PEPP,6.41
2021-12-01,LV,PEPP,9.44
2021-12-01,MT,PEPP,10.99
2021-12-01,NL,PEPP,7.38
2021-12-01,PT,PEPP,6.74
2021-12-01,SI,PEPP,9.46
2021-12-01,SK,PEPP,9.3
2022-01-01,AT,PEPP,8.21
2022-01-01,BE,PEPP,6.62
2022-01-01,CY,PEPP,8.61
2022-01-01,DE,PEPP,6.23
2022-01-01,EE,PEPP,8.36
2022-01-01,ES,PEPP,7.72
2022-01-01,FI,PEPP,6.88
2022-01-01,FR,PEPP,8.07
2022-01-01,GR,PEPP,8.87
2022-01-01,IE,PEPP,8.9
2022-01-01,IT,PEPP,7.13
2022-01-01,LT,PEPP,10.46
2022-01-01,LU,PEPP,6.32
2022-01-01,LV,PEPP,9.27
2022-01-01,MT,PEPP,10.84
2022-01-01,NL,PEPP,7.6
2022-01-01,PT,PEPP,6.91
2022-01-01,SI,PEPP,9.21
2022-01-01,SK,PEPP,9.18
2022-02-01,AT,PEPP,8.06
2022-02-01,BE,PEPP,6.57
2022-02-01,CY,PEPP,8.61
2022-02-01,DE,PEPP,6.26
2022-02-01,EE,PEPP,8.28
2022-02-01,ES,PEPP,7.67
2022-02-01,FI,PEPP,7.1
2022-02-01,FR,PEPP,8.07
2022-02-01,GR,PEPP,8.91
2022-02-01,IE,PEPP,8.9
2022-02-01,IT,PEPP,7.12
