month,ncb,programme,wam_years
2018-07-01,EE,PSPP,0.0
2018-07-01,ES,PSPP,8.39
2018-07-01,FI,PSPP,7.04
2018-07-01,FR,PSPP,7.54
2018-07-01,IE,PSPP,9.12
2018-07-01,IT,PSPP,7.84
2018-07-01,LT,PSPP,8.15
2018-07-01,LU,PSPP,5.23
2018-07-01,LV,PSPP,8.6
2018-07-01,MT,PSPP,10.93
2018-07-01,NL,PSPP,7.53
2018-07-01,PT,PSPP,8.08
2018-07-01,SI,PSPP,10.65
2018-07-01,SK,PSPP,8.57
2018-08-01,AT,PSPP,8.41
2018-08-01,BE,PSPP,9.55
2018-08-01,CY,PSPP,3.53
2018-08-01,DE,PSPP,6.36
2018-08-01,EE,PSPP,0.0
2018-08-01,ES,PSPP,8.34
2018-08-01,FI,PSPP,7.03
2018-08-01,FR,PSPP,7.47
2018-08-01,IE,PSPP,9.06
2018-08-01,IT,PSPP,7.77
2018-08-01,LT,PSPP,8.03
2018-08-01,LU,PSPP,5.21
2018-08-01,LV,PSPP,8.59
2018-08-01,MT,PSPP,10.83
2018-08-01,NL,PSPP,7.47
2018-08-01,PT,PSPP,8.03
2018-08-01,SI,PSPP,10.8
2018-08-01,SK,PSPP,8.54
2018-09-01,AT,PSPP,8.32
2018-09-01,BE,PSPP,9.49
2018-09-01,CY,PSPP,3.45
2018-09-01,DE,PSPP,6.35
2018-09-01,EE,PSPP,0.0
2018-09-01,ES,PSPP,8.3
2018-09-01,FI,PSPP,7.32
2018-09-01,FR,PSPP,7.41
2018-09-01,IE,PSPP,9.03
2018-09-01,IT,PSPP,7.69
2018-09-01,LT,PSPP,8.58
2018-09-01,LU,PSPP,5.14
2018-09-01,LV,PSPP,8.64
2018-09-01,MT,PSPP,10.77
2018-09-01,NL,PSPP,7.41
2018-09-01,PT,PSPP,7.99
2018-09-01,SI,PSPP,10.75
2018-09-01,SK,PSPP,8.59
2018-10-01,AT,PSPP,8.22
2018-10-01,BE,PSPP,9.4
2018-10-01,CY,PSPP,4.95
2018-10-01,DE,PSPP,6.38
2018-10-01,EE,PSPP,0.0
2018-10-01,ES,PSPP,8.23
2018-10-01,FI,PSPP,7.27
2018-10-01,FR,PSPP,7.4
2018-10-01,IE,PSPP,8.96
2018-10-01,IT,PSPP,7.62
2018-10-01,LT,PSPP,8.53
2018-10-01,LU,PSPP,5.05
2018-10-01,LV,PSPP,8.72
2018-10-01,MT,PSPP,10.86
2018-10-01,NL,PSPP,7.36
2018-10-01,PT,PSPP,7.94
2018-10-01,SI,PSPP,10.68
2018-10-01,SK,PSPP,8.49
2018-11-01,AT,PSPP,8.13
2018-11-01,BE,PSPP,9.32
2018-11-01,CY,PSPP,5.43
2018-11-01,DE,PSPP,6.31
2018-11-01,EE,PSPP,0.0
2018-11-01,ES,PSPP,8.38
2018-11-01,FI,PSPP,7.2
2018-11-01,FR,PSPP,7.38
2018-11-01,IE,PSPP,8.9
2018-11-01,IT,PSPP,7.54
2018-11-01,LT,PSPP,8.55
2018-11-01,LU,PSPP,4.98
2018-11-01,LV,PSPP,8.71
2018-11-01,MT,PSPP,10.62
2018-11-01,NL,PSPP,7.29
2018-11-01,PT,PSPP,7.88
2018-11-01,SI,PSPP,10.62
2018-11-01,SK,PSPP,9.15
2018-12-01,AT,PSPP,8.07
2018-12-01,BE,PSPP,9.24
2018-12-01,CY,PSPP,5.81
2018-12-01,DE,PSPP,6.31
2018-12-01,EE,PSPP,0.0
2018-12-01,ES,PSPP,8.32
2018-12-01,FI,PSPP,7.13
2018-12-01,FR,PSPP,7.31
2018-12-01,IE,PSPP,8.84
2018-12-01,IT,PSPP,7.51
2018-12-01,LT,PSPP,8.46
2018-12-01,LU,PSPP,4.91
2018-12-01,LV,PSPP,8.74
2018-12-01,MT,PSPP,10.56
2018-12-01,NL,PSPP,7.22
2018-12-01,PT,PSPP,7.8
2018-12-01,SI,PSPP,10.55
2018-12-01,SK,PSPP,9.07
2019-01-01,AT,PSPP,8.0
2019-01-01,BE,PSPP,9.15
2019-01-01,CY,PSPP,5.75
2019-01-01,DE,PSPP,6.34
2019-01-01,EE,PSPP,0.0
2019-01-01,ES,PSPP,8.22
2019-01-01,FI,PSPP,7.05
2019-01-01,FR,PSPP,7.23
2019-01-01,IE,PSPP,8.78
2019-01-01,IT,PSPP,7.42
2019-01-01,LT,PSPP,8.46
2019-01-01,LU,PSPP,4.83
2019-01-01,LV,PSPP,8.71
2019-01-01,MT,PSPP,10.48
2019-01-01,NL,PSPP,7.45
2019-01-01,PT,PSPP,7.8
2019-01-01,SI,PSPP,10.47
2019-01-01,SK,PSPP,8.97
2019-02-01,AT,PSPP,7.93
2019-02-01,BE,PSPP,9.08
2019-02-01,CY,PSPP,5.69
2019-02-01,DE,PSPP,6.35
2019-02-01,EE,PSPP,0.0
2019-02-01,ES,PSPP,8.35
2019-02-01,FI,PSPP,7.0
2019-02-01,FR,PSPP,7.2
2019-02-01,IE,PSPP,8.71
2019-02-01,IT,PSPP,7.36
2019-02-01,LT,PSPP,8.38
2019-02-01,LU,PSPP,4.75
2019-02-01,LV,PSPP,8.72
2019-02-01,MT,PSPP,10.39
2019-02-01,NL,PSPP,7.37
2019-02-01,PT,PSPP,7.73
2019-02-01,SI,PSPP,10.8
2019-02-01,SK,PSPP,8.87
2019-03-01,AT,PSPP,7.92
2019-03-01,BE,PSPP,9.11
2019-03-01,CY,PSPP,5.69
2019-03-01,DE,PSPP,6.39
2019-03-01,EE,PSPP,0.0
2019-03-01,ES,PSPP,8.28
2019-03-01,FI,PSPP,6.92
2019-03-01,FR,PSPP,7.12
2019-03-01,IE,PSPP,8.65
2019-03-01,IT,PSPP,7.27
2019-03-01,LT,PSPP,8.52
2019-03-01,LU,PSPP,4.67
2019-03-01,LV,PSPP,8.68
2019-03-01,MT,PSPP,10.32
2019-03-01,NL,PSPP,7.32
2019-03-01,PT,PSPP,7.66
2019-03-01,SI,PSPP,10.71
2019-03-01,SK,PSPP,8.84
2019-04-01,AT,PSPP,7.85
2019-04-01,BE,PSPP,9.04
2019-04-01,CY,PSPP,6.0
2019-04-01,DE,PSPP,6.41
2019-04-01,EE,PSPP,0.0
2019-04-01,ES,PSPP,8.21
2019-04-01,FI,PSPP,6.88
2019-04-01,FR,PSPP,7.11
2019-04-01,IE,PSPP,8.57
2019-04-01,IT,PSPP,7.26
2019-04-01,LT,PSPP,8.37
2019-04-01,LU,PSPP,4.59
2019-04-01,LV,PSPP,8.96
2019-04-01,MT,PSPP,10.23
2019-04-01,NL,PSPP,7.27
2019-04-01,PT,PSPP,7.61
2019-04-01,SI,PSPP,10.63
2019-04-01,SK,PSPP,8.82
2019-05-01,AT,PSPP,7.76
2019-05-01,BE,PSPP,8.96
2019-05-01,CY,PSPP,6.34
2019-05-01,DE,PSPP,6.35
2019-05-01,EE,PSPP,0.0
2019-05-01,ES,PSPP,8.37
2019-05-01,FI,PSPP,6.8
2019-05-01,FR,PSPP,7.16
2019-05-01,IE,PSPP,8.53
2019-05-01,IT,PSPP,7.31
2019-05-01,LT,PSPP,8.25
2019-05-01,LU,PSPP,4.51
2019-05-01,LV,PSPP,9.16
2019-05-01,MT,PSPP,10.15
2019-05-01,NL,PSPP,7.2
2019-05-01,PT,PSPP,7.58
2019-05-01,SI,PSPP,10.54
2019-05-01,SK,PSPP,8.9
2019-06-01,AT,PSPP,7.79
2019-06-01,BE,PSPP,8.87
2019-06-01,CY,PSPP,6.96
2019-06-01,DE,PSPP,6.35
2019-06-01,EE,PSPP,0.0
2019-06-01,ES,PSPP,8.29
2019-06-01,FI,PSPP,6.74
2019-06-01,FR,PSPP,7.08
2019-06-01,IE,PSPP,8.5
2019-06-01,IT,PSPP,7.22
2019-06-01,LT,PSPP,8.54
2019-06-01,LU,PSPP,4.43
2019-06-01,LV,PSPP,9.31
2019-06-01,MT,PSPP,9.94
2019-06-01,NL,PSPP,7.16
2019-06-01,PT,PSPP,7.8
2019-06-01,SI,PSPP,10.45
2019-06-01,SK,PSPP,8.84
2019-07-01,AT,PSPP,7.74
2019-07-01,BE,PSPP,8.79
2019-07-01,CY,PSPP,7.45
2019-07-01,DE,PSPP,6.38
2019-07-01,EE,PSPP,0.0
2019-07-01,ES,PSPP,8.35
2019-07-01,FI,PSPP,7.03
2019-07-01,FR,PSPP,7.05
2019-07-01,IE,PSPP,8.46
2019-07-01,IT,PSPP,7.14
2019-07-01,LT,PSPP,8.91
2019-07-01,LU,PSPP,4.34
2019-07-01,LV,PSPP,9.53
2019-07-01,MT,PSPP,9.96
2019-07-01,NL,PSPP,7.44
2019-07-01,PT,PSPP,7.78
2019-07-01,SI,PSPP,10.35
2019-07-01,SK,PSPP,8.79
2019-08-01,AT,PSPP,7.66
2019-08-01,BE,PSPP,8.7
2019-08-01,CY,PSPP,7.39
2019-08-01,DE,PSPP,6.31
2019-08-01,EE,PSPP,0.0
2019-08-01,ES,PSPP,8.27
2019-08-01,FI,PSPP,6.95
2019-08-01,FR,PSPP,6.98
2019-08-01,IE,PSPP,8.41
2019-08-01,IT,PSPP,7.13
2019-08-01,LT,PSPP,8.92
2019-08-01,LU,PSPP,4.25
2019-08-01,LV,PSPP,9.65
2019-08-01,MT,PSPP,10.1
2019-08-01,NL,PSPP,7.38
2019-08-01,PT,PSPP,7.71
2019-08-01,SI,PSPP,10.26
2019-08-01,SK,PSPP,8.72
2019-09-01,AT,PSPP,7.6
2019-09-01,BE,PSPP,8.82
2019-09-01,CY,PSPP,7.88
2019-09-01,DE,PSPP,6.31
2019-09-01,EE,PSPP,0.0
2019-09-01,ES,PSPP,8.2
2019-09-01,FI,PSPP,6.9
2019-09-01,FR,PSPP,6.92
2019-09-01,IE,PSPP,8.36
2019-09-01,IT,PSPP,7.08
2019-09-01,LT,PSPP,9.18
2019-09-01,LU,PSPP,4.17
2019-09-01,LV,PSPP,9.8
2019-09-01,MT,PSPP,10.56
2019-09-01,NL,PSPP,7.31
2019-09-01,PT,PSPP,7.69
2019-09-01,SI,PSPP,10.17
2019-09-01,SK,PSPP,8.67
2019-10-01,AT,PSPP,7.67
2019-10-01,BE,PSPP,8.75
2019-10-01,CY,PSPP,7.99
2019-10-01,DE,PSPP,6.36
2019-10-01,EE,PSPP,0.0
2019-10-01,ES,PSPP,8.13
2019-10-01,FI,PSPP,6.82
2019-10-01,FR,PSPP,6.98
2019-10-01,IE,PSPP,8.37
2019-10-01,IT,PSPP,7.16
2019-10-01,LT,PSPP,9.53
2019-10-01,LU,PSPP,4.09
2019-10-01,LV,PSPP,10.06
2019-10-01,MT,PSPP,10.53
2019-10-01,NL,PSPP,7.31
2019-10-01,PT,PSPP,7.66
2019-10-01,SI,PSPP,10.08
2019-10-01,SK,PSPP,8.6
2019-11-01,AT,PSPP,7.66
2019-11-01,BE,PSPP,8.66
2019-11-01,CY,PSPP,8.46
2019-11-01,DE,PSPP,6.31
2019-11-01,EE,PSPP,0.0
2019-11-01,ES,PSPP,8.2
2019-11-01,FI,PSPP,6.73
2019-11-01,FR,PSPP,7.01
2019-11-01,IE,PSPP,8.3
2019-11-01,IT,PSPP,7.15
2019-11-01,LT,PSPP,9.42
2019-11-01,LU,PSPP,4.04
2019-11-01,LV,PSPP,10.41
2019-11-01,MT,PSPP,10.43
2019-11-01,NL,PSPP,7.25
2019-11-01,PT,PSPP,7.65
2019-11-01,SI,PSPP,9.99
2019-11-01,SK,PSPP,8.54
2019-12-01,AT,PSPP,7.63
2019-12-01,BE,PSPP,8.59
2019-12-01,CY,PSPP,8.65
2019-12-01,DE,PSPP,6.3
2019-12-01,EE,PSPP,0.0
2019-12-01,ES,PSPP,8.21
2019-12-01,FI,PSPP,6.64
2019-12-01,FR,PSPP,6.95
2019-12-01,IE,PSPP,8.24
2019-12-01,IT,PSPP,7.17
2019-12-01,LT,PSPP,9.37
2019-12-01,LU,PSPP,3.97
2019-12-01,LV,PSPP,10.61
2019-12-01,MT,PSPP,10.34
2019-12-01,NL,PSPP,7.19
2019-12-01,PT,PSPP,7.62
2019-12-01,SI,PSPP,9.91
2019-12-01,SK,PSPP,8.49
2020-01-01,AT,PSPP,7.6
2020-01-01,BE,PSPP,8.53
2020-01-01,CY,PSPP,8.74
2020-01-01,DE,PSPP,6.38
2020-01-01,EE,PSPP,0.0
2020-01-01,ES,PSPP,8.14
2020-01-01,FI,PSPP,6.57
2020-01-01,FR,PSPP,6.9
2020-01-01,IE,PSPP,8.36
2020-01-01,IT,PSPP,7.09
2020-01-01,LT,PSPP,9.24
2020-01-01,LU,PSPP,3.98
2020-01-01,LV,PSPP,10.71
2020-01-01,MT,PSPP,10.25
2020-01-01,NL,PSPP,7.56
2020-01-01,PT,PSPP,7.59
2020-01-01,SI,PSPP,10.3
2020-01-01,SK,PSPP,8.43
2020-02-01,AT,PSPP,7.6
2020-02-01,BE,PSPP,8.45
2020-02-01,CY,PSPP,8.86
2020-02-01,DE,PSPP,6.33
2020-02-01,EE,PSPP,0.0
2020-02-01,ES,PSPP,8.29
2020-02-01,FI,PSPP,6.51
2020-02-01,FR,PSPP,6.89
2020-02-01,IE,PSPP,8.34
2020-02-01,IT,PSPP,7.05
2020-02-01,LT,PSPP,9.13
2020-02-01,LU,PSPP,3.91
2020-02-01,LV,PSPP,10.76
2020-02-01,MT,PSPP,10.1
2020-02-01,NL,PSPP,7.5
2020-02-01,PT,PSPP,7.55
2020-02-01,SI,PSPP,10.22
2020-02-01,SK,PSPP,8.36
2020-03-01,AT,PSPP,7.59
2020-03-01,BE,PSPP,8.4
2020-03-01,CY,PSPP,8.86
2020-03-01,DE,PSPP,6.32
2020-03-01,EE,PSPP,0.0
2020-03-01,ES,PSPP,8.25
2020-03-01,FI,PSPP,6.46
2020-03-01,FR,PSPP,6.89
2020-03-01,IE,PSPP,8.36
2020-03-01,IT,PSPP,7.15
2020-03-01,LT,PSPP,9.25
2020-03-01,LU,PSPP,3.87
2020-03-01,LV,PSPP,10.68
2020-03-01,MT,PSPP,10.16
2020-03-01,NL,PSPP,7.43
2020-03-01,PT,PSPP,7.5
2020-03-01,SI,PSPP,10.13
2020-03-01,SK,PSPP,8.3
2020-04-01,AT,PSPP,7.61
2020-04-01,BE,PSPP,8.38
2020-04-01,CY,PSPP,9.15
2020-04-01,DE,PSPP,6.46
2020-04-01,EE,PSPP,0.0
2020-04-01,ES,PSPP,8.16
2020-04-01,FI,PSPP,6.97
2020-04-01,FR,PSPP,6.99
2020-04-01,IE,PSPP,8.91
2020-04-01,IT,PSPP,7.12
2020-04-01,LT,PSPP,9.14
2020-04-01,LU,PSPP,3.88
2020-04-01,LV,PSPP,10.62
2020-04-01,MT,PSPP,10.27
2020-04-01,NL,PSPP,7.44
2020-04-01,PT,PSPP,7.45
2020-04-01,SI,PSPP,10.04
2020-04-01,SK,PSPP,8.87
2020-05-01,AT,PSPP,7.65
2020-05-01,BE,PSPP,8.35
2020-05-01,CY,PSPP,9.25
2020-05-01,DE,PSPP,6.4
2020-05-01,EE,PSPP,0.0
2020-05-01,ES,PSPP,8.19
2020-05-01,FI,PSPP,6.91
2020-05-01,FR,PSPP,7.08
2020-05-01,IE,PSPP,8.83
2020-05-01,IT,PSPP,7.16
2020-05-01,LT,PSPP,9.26
2020-05-01,LU,PSPP,5.03
2020-05-01,LV,PSPP,10.55
2020-05-01,MT,PSPP,10.15
2020-05-01,NL,PSPP,7.36
2020-05-01,PT,PSPP,7.38
2020-05-01,SI,PSPP,9.92
2020-05-01,SK,PSPP,8.79
2020-06-01,AT,PSPP,7.7
2020-06-01,BE,PSPP,8.33
2020-06-01,CY,PSPP,9.41
2020-06-01,DE,PSPP,6.42
2020-06-01,EE,PSPP,9.94
2020-06-01,ES,PSPP,8.14
2020-06-01,FI,PSPP,6.83
2020-06-01,FR,PSPP,7.1
2020-06-01,IE,PSPP,8.78
2020-06-01,IT,PSPP,7.22
2020-06-01,LT,PSPP,9.15
2020-06-01,LU,PSPP,5.01
2020-06-01,LV,PSPP,10.59
2020-06-01,MT,PSPP,10.16
2020-06-01,NL,PSPP,7.28
2020-06-01,PT,PSPP,7.31
2020-06-01,SI,PSPP,9.81
2020-06-01,SK,PSPP,8.66
2020-07-01,AT,PSPP,7.89
2020-07-01,BE,PSPP,8.28
2020-07-01,CY,PSPP,9.72
2020-07-01,DE,PSPP,6.47
2020-07-01,EE,PSPP,9.86
2020-07-01,ES,PSPP,8.28
2020-07-01,FI,PSPP,6.87
2020-07-01,FR,PSPP,7.11
2020-07-01,IE,PSPP,8.75
2020-07-01,IT,PSPP,7.16
2020-07-01,LT,PSPP,8.99
2020-07-01,LU,PSPP,4.96
2020-07-01,LV,PSPP,10.31
2020-07-01,MT,PSPP,10.07
2020-07-01,NL,PSPP,7.6
2020-07-01,PT,PSPP,7.26
2020-07-01,SI,PSPP,9.64
2020-07-01,SK,PSPP,8.56
2020-08-01,AT,PSPP,7.87
2020-08-01,BE,PSPP,8.2
2020-08-01,CY,PSPP,9.96
2020-08-01,DE,PSPP,6.41
2020-08-01,EE,PSPP,9.77
2020-08-01,ES,PSPP,8.2
2020-08-01,FI,PSPP,6.8
2020-08-01,FR,PSPP,7.06
2020-08-01,IE,PSPP,8.67
2020-08-01,IT,PSPP,7.07
2020-08-01,LT,PSPP,9.1
2020-08-01,LU,PSPP,4.91
2020-08-01,LV,PSPP,10.17
2020-08-01,MT,PSPP,9.97
2020-08-01,NL,PSPP,7.54
2020-08-01,PT,PSPP,7.23
2020-08-01,SI,PSPP,9.55
2020-08-01,SK,PSPP,8.47
2020-09-01,AT,PSPP,7.84
2020-09-01,BE,PSPP,8.41
2020-09-01,CY,PSPP,10.04
2020-09-01,DE,PSPP,6.51
2020-09-01,EE,PSPP,9.69
2020-09-01,ES,PSPP,8.15
2020-09-01,FI,PSPP,7.17
2020-09-01,FR,PSPP,7.04
2020-09-01,IE,PSPP,8.63
2020-09-01,IT,PSPP,7.08
2020-09-01,LT,PSPP,9.45
2020-09-01,LU,PSPP,4.96
2020-09-01,LV,PSPP,10.06
2020-09-01,MT,PSPP,10.05
2020-09-01,NL,PSPP,7.51
2020-09-01,PT,PSPP,7.19
2020-09-01,SI,PSPP,9.4
2020-09-01,SK,PSPP,8.36
2020-10-01,AT,PSPP,7.8
2020-10-01,BE,PSPP,8.35
2020-10-01,CY,PSPP,10.0
2020-10-01,DE,PSPP,6.55
2020-10-01,EE,PSPP,9.61
2020-10-01,ES,PSPP,8.1
2020-10-01,FI,PSPP,7.15
2020-10-01,FR,PSPP,7.15
2020-10-01,IE,PSPP,8.77
2020-10-01,IT,PSPP,7.11
2020-10-01,LT,PSPP,9.61
2020-10-01,LU,PSPP,5.21
2020-10-01,LV,PSPP,9.89
2020-10-01,MT,PSPP,9.96
2020-10-01,NL,PSPP,7.57
2020-10-01,PT,PSPP,7.2
2020-10-01,SI,PSPP,9.29
2020-10-01,SK,PSPP,8.29
2020-11-01,AT,PSPP,7.78
2020-11-01,BE,PSPP,8.29
2020-11-01,CY,PSPP,9.98
2020-11-01,DE,PSPP,6.52
2020-11-01,EE,PSPP,9.52
2020-11-01,ES,PSPP,8.12
2020-11-01,FI,PSPP,7.1
2020-11-01,FR,PSPP,7.25
2020-11-01,IE,PSPP,8.75
2020-11-01,IT,PSPP,7.28
2020-11-01,LT,PSPP,9.84
2020-11-01,LU,PSPP,5.31
2020-11-01,LV,PSPP,9.71
2020-11-01,MT,PSPP,9.82
2020-11-01,NL,PSPP,7.61
2020-11-01,PT,PSPP,7.12
2020-11-01,SI,PSPP,9.33
2020-11-01,SK,PSPP,8.24
2020-12-01,AT,PSPP,7.7
2020-12-01,BE,PSPP,8.22
2020-12-01,CY,PSPP,9.95
2020-12-01,DE,PSPP,6.52
2020-12-01,EE,PSPP,9.44
2020-12-01,ES,PSPP,8.05
2020-12-01,FI,PSPP,7.04
2020-12-01,FR,PSPP,7.22
2020-12-01,IE,PSPP,8.72
2020-12-01,IT,PSPP,7.28
2020-12-01,LT,PSPP,9.97
2020-12-01,LU,PSPP,5.41
2020-12-01,LV,PSPP,10.04
2020-12-01,MT,PSPP,9.74
2020-12-01,NL,PSPP,7.57
2020-12-01,PT,PSPP,7.05
2020-12-01,SI,PSPP,9.35
2020-12-01,SK,PSPP,8.18
2021-01-01,AT,PSPP,7.66
2021-01-01,BE,PSPP,8.14
2021-01-01,CY,PSPP,9.91
2021-01-01,DE,PSPP,6.6
2021-01-01,EE,PSPP,9.36
2021-01-01,ES,PSPP,8.14
2021-01-01,FI,PSPP,7.0
2021-01-01,FR,PSPP,7.19
2021-01-01,IE,PSPP,8.66
2021-01-01,IT,PSPP,7.21
2021-01-01,LT,PSPP,10.31
2021-01-01,LU,PSPP,5.53
2021-01-01,LV,PSPP,11.22
2021-01-01,MT,PSPP,9.65
2021-01-01,NL,PSPP,7.57
2021-01-01,PT,PSPP,7.05
2021-01-01,SI,PSPP,9.79
2021-01-01,SK,PSPP,8.13
2021-02-01,AT,PSPP,7.57
2021-02-01,BE,PSPP,8.06
2021-02-01,CY,PSPP,9.86
2021-02-01,DE,PSPP,6.56
2021-02-01,EE,PSPP,9.28
2021-02-01,ES,PSPP,8.06
2021-02-01,FI,PSPP,6.95
2021-02-01,FR,PSPP,7.2
2021-02-01,IE,PSPP,8.59
2021-02-01,IT,PSPP,7.14
2021-02-01,LT,PSPP,10.19
2021-02-01,LU,PSPP,5.58
2021-02-01,LV,PSPP,11.42
2021-02-01,MT,PSPP,9.55
2021-02-01,NL,PSPP,7.62
2021-02-01,PT,PSPP,7.05
2021-02-01,SI,PSPP,9.85
2021-02-01,SK,PSPP,8.07
2021-03-01,AT,PSPP,7.5
2021-03-01,BE,PSPP,7.98
2021-03-01,CY,PSPP,9.87
2021-03-01,DE,PSPP,6.57
2021-03-01,EE,PSPP,9.19
2021-03-01,ES,PSPP,8.01
2021-03-01,FI,PSPP,6.91
2021-03-01,FR,PSPP,7.16
2021-03-01,IE,PSPP,8.51
2021-03-01,IT,PSPP,7.08
2021-03-01,LT,PSPP,10.18
2021-03-01,LU,PSPP,5.55
2021-03-01,LV,PSPP,11.31
2021-03-01,MT,PSPP,9.46
2021-03-01,NL,PSPP,7.65
2021-03-01,PT,PSPP,7.01
2021-03-01,SI,PSPP,9.88
2021-03-01,SK,PSPP,8.21
2021-04-01,AT,PSPP,7.47
2021-04-01,BE,PSPP,7.9
2021-04-01,CY,PSPP,9.72
2021-04-01,DE,PSPP,6.62
2021-04-01,EE,PSPP,9.11
2021-04-01,ES,PSPP,7.93
2021-04-01,FI,PSPP,7.31
2021-04-01,FR,PSPP,7.22
2021-04-01,IE,PSPP,8.42
2021-04-01,IT,PSPP,7.09
2021-04-01,LT,PSPP,10.32
2021-04-01,LU,PSPP,5.56
2021-04-01,LV,PSPP,11.16
2021-04-01,MT,PSPP,9.36
2021-04-01,NL,PSPP,7.66
2021-04-01,PT,PSPP,7.41
2021-04-01,SI,PSPP,10.17
2021-04-01,SK,PSPP,8.14
2021-05-01,AT,PSPP,7.37
2021-05-01,BE,PSPP,7.83
2021-05-01,CY,PSPP,9.65
2021-05-01,DE,PSPP,6.62
2021-05-01,EE,PSPP,9.04
2021-05-01,ES,PSPP,7.87
2021-05-01,FI,PSPP,7.3
2021-05-01,FR,PSPP,7.28
2021-05-01,IE,PSPP,8.36
2021-05-01,IT,PSPP,7.11
2021-05-01,LT,PSPP,10.58
2021-05-01,LU,PSPP,5.59
2021-05-01,LV,PSPP,11.05
2021-05-01,MT,PSPP,9.55
2021-05-01,NL,PSPP,7.63
2021-05-01,PT,PSPP,7.5
2021-05-01,SI,PSPP,10.21
2021-05-01,SK,PSPP,8.16
2021-06-01,AT,PSPP,7.33
2021-06-01,BE,PSPP,7.75
2021-06-01,CY,PSPP,9.52
2021-06-01,DE,PSPP,6.66
2021-06-01,EE,PSPP,8.94
2021-06-01,ES,PSPP,7.8
2021-06-01,FI,PSPP,7.34
2021-06-01,FR,PSPP,7.2
2021-06-01,IE,PSPP,8.31
2021-06-01,IT,PSPP,7.21
2021-06-01,LT,PSPP,10.65
2021-06-01,LU,PSPP,5.59
2021-06-01,LV,PSPP,10.87
2021-06-01,MT,PSPP,9.46
2021-06-01,NL,PSPP,7.61
2021-06-01,PT,PSPP,7.51
2021-06-01,SI,PSPP,10.1
2021-06-01,SK,PSPP,8.13
2021-07-01,AT,PSPP,7.33
2021-07-01,BE,PSPP,7.66
2021-07-01,CY,PSPP,9.37
2021-07-01,DE,PSPP,6.71
2021-07-01,EE,PSPP,8.86
2021-07-01,ES,PSPP,7.93
2021-07-01,FI,PSPP,7.38
2021-07-01,FR,PSPP,7.17
2021-07-01,IE,PSPP,8.28
2021-07-01,IT,PSPP,7.15
2021-07-01,LT,PSPP,10.63
2021-07-01,LU,PSPP,5.61
2021-07-01,LV,PSPP,10.73
2021-07-01,MT,PSPP,9.6
2021-07-01,NL,PSPP,7.91
2021-07-01,PT,PSPP,7.51
2021-07-01,SI,PSPP,10.06
2021-07-01,SK,PSPP,8.18
2021-08-01,AT,PSPP,7.28
2021-08-01,BE,PSPP,7.58
2021-08-01,CY,PSPP,9.24
2021-08-01,DE,PSPP,6.65
2021-08-01,EE,PSPP,8.77
2021-08-01,ES,PSPP,7.87
2021-08-01,FI,PSPP,7.35
2021-08-01,FR,PSPP,7.1
2021-08-01,IE,PSPP,8.23
2021-08-01,IT,PSPP,7.14
2021-08-01,LT,PSPP,10.72
2021-08-01,LU,PSPP,5.62
2021-08-01,LV,PSPP,10.63
2021-08-01,MT,PSPP,10.4
2021-08-01,NL,PSPP,7.83
2021-08-01,PT,PSPP,7.47
2021-08-01,SI,PSPP,10.03
2021-08-01,SK,PSPP,8.12
2021-09-01,AT,PSPP,7.49
2021-09-01,BE,PSPP,7.81
2021-09-01,CY,PSPP,9.08
2021-09-01,DE,PSPP,6.72
2021-09-01,EE,PSPP,8.69
2021-09-01,ES,PSPP,7.84
2021-09-01,FI,PSPP,7.3
2021-09-01,FR,PSPP,7.04
2021-09-01,IE,PSPP,8.21
2021-09-01,IT,PSPP,7.11
2021-09-01,LT,PSPP,10.88
2021-09-01,LU,PSPP,5.68
2021-09-01,LV,PSPP,10.46
2021-09-01,MT,PSPP,10.27
2021-09-01,NL,PSPP,7.74
2021-09-01,PT,PSPP,7.5
2021-09-01,SI,PSPP,9.99
2021-09-01,SK,PSPP,8.14
2021-10-01,AT,PSPP,7.4
2021-10-01,BE,PSPP,7.73
2021-10-01,CY,PSPP,8.97
2021-10-01,DE,PSPP,6.76
2021-10-01,EE,PSPP,8.61
2021-10-01,ES,PSPP,7.88
2021-10-01,FI,PSPP,7.36
2021-10-01,FR,PSPP,7.12
2021-10-01,IE,PSPP,8.17
2021-10-01,IT,PSPP,7.09
2021-10-01,LT,PSPP,10.91
2021-10-01,LU,PSPP,5.63
2021-10-01,LV,PSPP,10.31
2021-10-01,MT,PSPP,10.66
2021-10-01,NL,PSPP,7.67
2021-10-01,PT,PSPP,7.48
2021-10-01,SI,PSPP,9.9
2021-10-01,SK,PSPP,8.18
2021-11-01,AT,PSPP,7.33
2021-11-01,BE,PSPP,7.65
2021-11-01,CY,PSPP,8.87
2021-11-01,DE,PSPP,6.7
2021-11-01,EE,PSPP,8.53
2021-11-01,ES,PSPP,7.87
2021-11-01,FI,PSPP,7.38
2021-11-01,FR,PSPP,7.05
2021-11-01,IE,PSPP,8.15
2021-11-01,IT,PSPP,7.2
2021-11-01,LT,PSPP,10.81
2021-11-01,LU,PSPP,5.59
2021-11-01,LV,PSPP,10.19
2021-11-01,MT,PSPP,10.65
2021-11-01,NL,PSPP,7.6
2021-11-01,PT,PSPP,7.5
2021-11-01,SI,PSPP,9.82
2021-11-01,SK,PSPP,8.25
2021-12-01,AT,PSPP,7.28
2021-12-01,BE,PSPP,7.56
